distance_aa	sites_total	prob_neighbor_within_x	mean_other_methyl_args_within_x	sites_with_neighbor_within_x	ordered_neighbor_pairs_within_x	permutation	ptm_group
85	2683	0.4286246738725307	1.101006336190831	1150	2954	41	Lys acylation
86	2683	0.4301155423033917	1.108460678345136	1154	2974	41	Lys acylation
87	2683	0.4316064107342527	1.11442415206858	1158	2990	41	Lys acylation
88	2683	0.4323518449496832	1.1256056653000373	1160	3020	41	Lys acylation
89	2683	0.4323518449496832	1.1308237048080507	1160	3034	41	Lys acylation
90	2683	0.4342154304882594	1.143496086470369	1165	3068	41	Lys acylation
91	2683	0.4371971673499814	1.150950428624674	1173	3088	41	Lys acylation
92	2683	0.4371971673499814	1.1628773760715616	1173	3120	41	Lys acylation
93	2683	0.4383153186731271	1.1718225866567276	1176	3144	41	Lys acylation
94	2683	0.43868803578084237	1.1762951919493105	1177	3156	41	Lys acylation
95	2683	0.4409243384271338	1.1844949683190458	1183	3178	41	Lys acylation
96	2683	0.4439060752888558	1.1964219157659337	1191	3210	41	Lys acylation
97	2683	0.44651509504286246	1.212076034289974	1198	3252	41	Lys acylation
98	2683	0.4483786805814387	1.2210212448751399	1203	3276	41	Lys acylation
99	2683	0.4502422661200149	1.230711889675736	1208	3302	41	Lys acylation
100	2683	0.4502422661200149	1.238166231830041	1208	3322	41	Lys acylation
1	2683	0.02161759224748416	0.02161759224748416	58	58	42	Lys acylation
2	2683	0.035035408125232946	0.036526276556093924	94	98	42	Lys acylation
3	2683	0.05143496086470369	0.0573984345881476	138	154	42	Lys acylation
4	2683	0.07491613865076407	0.09094297428251957	201	244	42	Lys acylation
5	2683	0.0887066716362281	0.11703317182258666	238	314	42	Lys acylation
6	2683	0.09988818486768543	0.1334327245620574	268	358	42	Lys acylation
7	2683	0.12038762579202385	0.1647409616101379	323	442	42	Lys acylation
8	2683	0.12784196794632874	0.18710398807305256	343	502	42	Lys acylation
9	2683	0.13865076407007082	0.21170331718225865	372	568	42	Lys acylation
10	2683	0.14573238911666045	0.23033917256802086	391	618	42	Lys acylation
11	2683	0.15244129705553486	0.25121133060007456	409	674	42	Lys acylation
12	2683	0.1628773760715617	0.27506522549385015	437	738	42	Lys acylation
13	2683	0.17033171822586657	0.2922102124487514	457	784	42	Lys acylation
14	2683	0.1774133432724562	0.31308237048080506	476	840	42	Lys acylation
15	2683	0.18486768542676107	0.3302273574357063	496	886	42	Lys acylation
16	2683	0.18971300782705927	0.34439060752888556	509	924	42	Lys acylation
17	2683	0.19530376444278794	0.3615355944837868	524	970	42	Lys acylation
18	2683	0.20313082370480806	0.38017144986954904	545	1020	42	Lys acylation
19	2683	0.20909429742825195	0.3988073052553112	561	1070	42	Lys acylation
20	2683	0.2146850540439806	0.41073425270219904	576	1102	42	Lys acylation
21	2683	0.22139396198285502	0.4211703317182259	594	1130	42	Lys acylation
22	2683	0.2254938501677227	0.4383153186731271	605	1176	42	Lys acylation
23	2683	0.2307118896757361	0.4569511740588893	619	1226	42	Lys acylation
24	2683	0.2340663436451733	0.4681326872903466	628	1256	42	Lys acylation
25	2683	0.23891166604547148	0.47856876630637346	641	1284	42	Lys acylation
26	2683	0.2467387253074916	0.4934774506149832	662	1324	42	Lys acylation
27	2683	0.25307491613865074	0.5076407007081625	679	1362	42	Lys acylation
28	2683	0.2586656727543794	0.5232948192322028	694	1404	42	Lys acylation
29	2683	0.2623928438315319	0.5359672008945211	704	1438	42	Lys acylation
30	2683	0.2661200149086843	0.5441669772642564	714	1460	42	Lys acylation
31	2683	0.270219903093552	0.5546030562802833	725	1488	42	Lys acylation
32	2683	0.2754379426015654	0.569511740588893	739	1528	42	Lys acylation
33	2683	0.2795378307864331	0.5784569511740589	750	1552	42	Lys acylation
34	2683	0.2828922847558703	0.5851658591129333	759	1570	42	Lys acylation
35	2683	0.28922847558702947	0.5970928065598211	776	1602	42	Lys acylation
36	2683	0.29258292955646664	0.6082743197912784	785	1632	42	Lys acylation
37	2683	0.2974282519567648	0.6187103988073053	798	1660	42	Lys acylation
38	2683	0.3026462914647782	0.6291464778233321	812	1688	42	Lys acylation
39	2683	0.30711889675736115	0.636600819977637	824	1708	42	Lys acylation
40	2683	0.3127096533730898	0.6462914647782333	839	1734	42	Lys acylation
41	2683	0.31382780469623556	0.6530003727171078	842	1752	42	Lys acylation
42	2683	0.3142005218039508	0.6589638464405516	843	1768	42	Lys acylation
43	2683	0.31979127841967947	0.6753633991800224	858	1812	42	Lys acylation
44	2683	0.3235184494968319	0.6813268729034663	868	1828	42	Lys acylation
45	2683	0.3272456205739843	0.6910175177040626	878	1854	42	Lys acylation
46	2683	0.3309727916511368	0.6984718598583675	888	1874	42	Lys acylation
47	2683	0.33395452851285873	0.7089079388743943	896	1902	42	Lys acylation
48	2683	0.33656354826686546	0.7163622810286993	903	1922	42	Lys acylation
49	2683	0.3425270219903094	0.7290346626910175	919	1956	42	Lys acylation
50	2683	0.3477450614983228	0.7409616101379053	933	1988	42	Lys acylation
51	2683	0.35184494968319047	0.7558702944465151	944	2028	42	Lys acylation
52	2683	0.3537085352217667	0.7648155050316809	949	2052	42	Lys acylation
53	2683	0.35669027208348864	0.7715244129705553	957	2070	42	Lys acylation
54	2683	0.3600447260529258	0.7782333209094298	966	2088	42	Lys acylation
55	2683	0.36451733134550873	0.7931420052180395	978	2128	42	Lys acylation
56	2683	0.3667536339918002	0.8013417815877749	984	2150	42	Lys acylation
57	2683	0.36787178531494596	0.8058143868803578	987	2162	42	Lys acylation
58	2683	0.36861721953037646	0.8125232948192322	989	2180	42	Lys acylation
59	2683	0.3723443906075289	0.8207230711889676	999	2202	42	Lys acylation
60	2683	0.37718971300782705	0.8289228475587029	1012	2224	42	Lys acylation
61	2683	0.38166231830041	0.8415952292210213	1024	2258	42	Lys acylation
62	2683	0.3861349235929929	0.8527767424524786	1036	2288	42	Lys acylation
63	2683	0.38948937756243013	0.8594856503913529	1045	2306	42	Lys acylation
64	2683	0.39060752888557587	0.8632128214685054	1048	2316	42	Lys acylation
65	2683	0.3958255683935893	0.8781215057771151	1062	2356	42	Lys acylation
66	2683	0.3995527394707417	0.8870667163622811	1072	2380	42	Lys acylation
67	2683	0.40141632500931795	0.8915393216548639	1077	2392	42	Lys acylation
68	2683	0.40178904211703315	0.8952664927320164	1078	2402	42	Lys acylation
69	2683	0.4043980618710399	0.9064480059634737	1085	2432	42	Lys acylation
70	2683	0.4062616474096161	0.9139023481177786	1090	2452	42	Lys acylation
71	2683	0.40924338427133805	0.9176295191949311	1098	2462	42	Lys acylation
72	2683	0.41222512113306004	0.9265747297800969	1106	2486	42	Lys acylation
73	2683	0.4148341408870667	0.9317927692881103	1113	2500	42	Lys acylation
74	2683	0.4163250093179277	0.9385016772269847	1117	2518	42	Lys acylation
75	2683	0.41744316064107345	0.9489377562430116	1120	2546	42	Lys acylation
76	2683	0.42079761461051063	0.9578829668281774	1129	2570	42	Lys acylation
77	2683	0.4222884830413716	0.9668281774133433	1133	2594	42	Lys acylation
78	2683	0.4241520685799478	0.9780096906448006	1138	2624	42	Lys acylation
79	2683	0.4256429370108088	0.9869549012299664	1142	2648	42	Lys acylation
80	2683	0.42676108833395454	0.9973909802459933	1145	2676	42	Lys acylation
81	2683	0.4271338054416698	1.0026090197540067	1146	2690	42	Lys acylation
82	2683	0.4308609765188222	1.0160268356317554	1156	2726	42	Lys acylation
83	2683	0.4323518449496832	1.02273574357063	1160	2744	42	Lys acylation
84	2683	0.43607901602683563	1.0324263883712261	1170	2770	42	Lys acylation
85	2683	0.43794260156541187	1.042862467387253	1175	2798	42	Lys acylation
86	2683	0.4401789042117033	1.0555348490495713	1181	2832	42	Lys acylation
87	2683	0.4424152068579948	1.0614983227730153	1187	2848	42	Lys acylation
88	2683	0.4450242266120015	1.0734252702199032	1194	2880	42	Lys acylation
89	2683	0.44651509504286246	1.0801341781587774	1198	2898	42	Lys acylation
90	2683	0.44726052925829296	1.0816250465896384	1200	2902	42	Lys acylation
91	2683	0.44875139768915395	1.088333954528513	1204	2920	42	Lys acylation
92	2683	0.4502422661200149	1.1017517704062616	1208	2956	42	Lys acylation
93	2683	0.45136041744316063	1.1136787178531495	1211	2988	42	Lys acylation
94	2683	0.4532240029817369	1.1188967573611628	1216	3002	42	Lys acylation
95	2683	0.45471487141259787	1.1263510995154677	1220	3022	42	Lys acylation
96	2683	0.4569511740588893	1.1382780469623557	1226	3054	42	Lys acylation
97	2683	0.45881475959746554	1.1502049944092434	1231	3086	42	Lys acylation
98	2683	0.4606783451360417	1.1561684681326874	1236	3102	42	Lys acylation
99	2683	0.46328736489004846	1.166604547148714	1243	3130	42	Lys acylation
100	2683	0.4651509504286247	1.180022363026463	1248	3166	42	Lys acylation
1	2683	0.0253447633246366	0.0253447633246366	68	68	43	Lys acylation
2	2683	0.034662691017517705	0.036526276556093924	93	98	43	Lys acylation
3	2683	0.05218039508013418	0.05963473723443906	140	160	43	Lys acylation
4	2683	0.07715244129705554	0.09317927692881103	207	250	43	Lys acylation
5	2683	0.0894521058516586	0.1140514349608647	240	306	43	Lys acylation
6	2683	0.0980245993291092	0.126723816623183	263	340	43	Lys acylation
7	2683	0.1073425270219903	0.14908684308609765	288	400	43	Lys acylation
8	2683	0.11815132314573239	0.16846813268729036	317	452	43	Lys acylation
9	2683	0.1300782705926202	0.19455833022735744	349	522	43	Lys acylation
10	2683	0.14088706671636228	0.21692135669027207	378	582	43	Lys acylation
11	2683	0.1528140141632501	0.23853894893775623	410	640	43	Lys acylation
12	2683	0.1628773760715617	0.2623928438315319	437	704	43	Lys acylation
13	2683	0.17405888930301902	0.28326500186358555	467	760	43	Lys acylation
14	2683	0.1833768169959001	0.30935519940365264	492	830	43	Lys acylation
15	2683	0.19232202758106598	0.3317182258665673	516	890	43	Lys acylation
16	2683	0.1986582184122251	0.34811777860603804	533	934	43	Lys acylation
17	2683	0.20462169213566903	0.3615355944837868	549	970	43	Lys acylation
18	2683	0.20834886321282148	0.38240775251584047	559	1026	43	Lys acylation
19	2683	0.21244875139768915	0.40327991054789414	570	1082	43	Lys acylation
20	2683	0.21654863958255685	0.41669772642564296	581	1118	43	Lys acylation
21	2683	0.22064852776742452	0.4248975027953783	592	1140	43	Lys acylation
22	2683	0.2281028699217294	0.44278792396571004	612	1188	43	Lys acylation
23	2683	0.23369362653745807	0.4651509504286247	627	1248	43	Lys acylation
24	2683	0.238166231830041	0.476332463660082	639	1278	43	Lys acylation
25	2683	0.2433842713380544	0.4875139768915393	653	1308	43	Lys acylation
26	2683	0.2508386134923593	0.5031680954155796	673	1350	43	Lys acylation
27	2683	0.2541930674617965	0.5165859112933283	682	1386	43	Lys acylation
28	2683	0.2594111069698099	0.537458069325382	696	1442	43	Lys acylation
29	2683	0.2661200149086843	0.5523667536339918	714	1482	43	Lys acylation
30	2683	0.2746925083861349	0.5672754379426016	737	1522	43	Lys acylation
31	2683	0.28028326500186357	0.5799478196049198	752	1556	43	Lys acylation
32	2683	0.28587402161759223	0.5933656354826686	767	1592	43	Lys acylation
33	2683	0.2862467387253075	0.6000745434215431	768	1610	43	Lys acylation
34	2683	0.2937010808796124	0.6120014908684308	788	1642	43	Lys acylation
35	2683	0.29631010063361907	0.6209467014535968	795	1666	43	Lys acylation
36	2683	0.302273574357063	0.6328736489004846	811	1698	43	Lys acylation
37	2683	0.31084606783451363	0.6477823332090943	834	1738	43	Lys acylation
38	2683	0.31457323891166605	0.6589638464405516	844	1768	43	Lys acylation
39	2683	0.319045844204249	0.6679090570257175	856	1792	43	Lys acylation
40	2683	0.32463660081997764	0.6805814386880358	871	1826	43	Lys acylation
41	2683	0.3265001863585539	0.6902720834886321	876	1852	43	Lys acylation
42	2683	0.33060007454342155	0.7014535967200894	887	1882	43	Lys acylation
43	2683	0.332836377189713	0.7133805441669773	893	1914	43	Lys acylation
44	2683	0.33991800223630264	0.7245620573984346	912	1944	43	Lys acylation
45	2683	0.34364517331345507	0.7342527021990309	922	1970	43	Lys acylation
46	2683	0.34662691017517705	0.7424524785687663	930	1992	43	Lys acylation
47	2683	0.3514722325754752	0.7528885575847931	943	2020	43	Lys acylation
48	2683	0.3537085352217667	0.7603428997390981	949	2040	43	Lys acylation
49	2683	0.35669027208348864	0.7700335445396944	957	2066	43	Lys acylation
50	2683	0.36041744316064106	0.7789787551248603	967	2090	43	Lys acylation
51	2683	0.3622810286992173	0.7909057025717481	972	2122	43	Lys acylation
52	2683	0.3667536339918002	0.8043235184494968	984	2158	43	Lys acylation
53	2683	0.37048080506895265	0.8102869921729408	994	2174	43	Lys acylation
54	2683	0.3768169959001118	0.8222139396198286	1011	2206	43	Lys acylation
55	2683	0.37868058143868805	0.8326500186358554	1016	2234	43	Lys acylation
56	2683	0.38054416697726423	0.8401043607901603	1021	2254	43	Lys acylation
57	2683	0.38240775251584047	0.8490495713753261	1026	2278	43	Lys acylation
58	2683	0.3850167722698472	0.8609765188222139	1033	2310	43	Lys acylation
59	2683	0.3883712262392844	0.8699217294073798	1042	2334	43	Lys acylation
60	2683	0.39098024599329106	0.8766306373462542	1049	2352	43	Lys acylation
61	2683	0.3943346999627283	0.8893030190085724	1058	2386	43	Lys acylation
62	2683	0.3950801341781588	0.8982482295937384	1060	2410	43	Lys acylation
63	2683	0.3995527394707417	0.9101751770406261	1072	2442	43	Lys acylation
64	2683	0.4021617592247484	0.920611256056653	1079	2470	43	Lys acylation
65	2683	0.4051434960864704	0.9332836377189713	1087	2504	43	Lys acylation
66	2683	0.4062616474096161	0.9355199403652628	1090	2510	43	Lys acylation
67	2683	0.4081252329481923	0.9414834140887067	1095	2526	43	Lys acylation
68	2683	0.40998881848676855	0.9496831904584421	1100	2548	43	Lys acylation
69	2683	0.41073425270219904	0.9578829668281774	1102	2570	43	Lys acylation
70	2683	0.41147968691762954	0.9638464405516213	1104	2586	43	Lys acylation
71	2683	0.4140887066716362	0.9683190458442043	1111	2598	43	Lys acylation
72	2683	0.41520685799478196	0.9750279537830786	1114	2616	43	Lys acylation
73	2683	0.4163250093179277	0.9847185985836749	1117	2642	43	Lys acylation
74	2683	0.4222884830413716	0.9966455460305628	1133	2674	43	Lys acylation
75	2683	0.4248975027953783	1.0100633619083117	1140	2710	43	Lys acylation
76	2683	0.4286246738725307	1.021244875139769	1150	2740	43	Lys acylation
77	2683	0.43123369362653746	1.0286992172940739	1157	2760	43	Lys acylation
78	2683	0.43533358181140513	1.03838986209467	1168	2786	43	Lys acylation
79	2683	0.4368244502422661	1.0465896384644056	1172	2808	43	Lys acylation
80	2683	0.43906075288855756	1.051807677972419	1178	2822	43	Lys acylation
81	2683	0.43906075288855756	1.0547894148341408	1178	2830	43	Lys acylation
82	2683	0.4401789042117033	1.0614983227730153	1181	2848	43	Lys acylation
83	2683	0.4431606410734253	1.0719344017890422	1189	2876	43	Lys acylation
84	2683	0.44576966082743197	1.0816250465896384	1196	2902	43	Lys acylation
85	2683	0.44726052925829296	1.086843086097652	1200	2916	43	Lys acylation
86	2683	0.4483786805814387	1.09951546775997	1203	2950	43	Lys acylation
87	2683	0.4491241147968692	1.102497204621692	1205	2958	43	Lys acylation
88	2683	0.4509877003354454	1.11442415206858	1210	2990	43	Lys acylation
89	2683	0.4517331345508759	1.1233693626537458	1212	3014	43	Lys acylation
90	2683	0.4535967200894521	1.1308237048080507	1217	3034	43	Lys acylation
91	2683	0.45396943719716737	1.142005218039508	1218	3064	43	Lys acylation
92	2683	0.4554603056280283	1.1539321654863959	1222	3096	43	Lys acylation
93	2683	0.45657845695117405	1.165113678717853	1225	3126	43	Lys acylation
94	2683	0.4584420424897503	1.1748043235184495	1230	3152	43	Lys acylation
95	2683	0.4603056280283265	1.1830040998881848	1235	3174	43	Lys acylation
96	2683	0.46254193067461796	1.1934401789042117	1241	3202	43	Lys acylation
97	2683	0.46403279910547895	1.210585165859113	1245	3248	43	Lys acylation
98	2683	0.4651509504286247	1.2195303764442789	1248	3272	43	Lys acylation
99	2683	0.4662691017517704	1.2299664554603056	1251	3300	43	Lys acylation
100	2683	0.4670145359672009	1.2374207976146105	1253	3320	43	Lys acylation
1	2683	0.03428997390980246	0.03428997390980246	92	92	44	Lys acylation
2	2683	0.04062616474096161	0.04174431606410734	109	112	44	Lys acylation
3	2683	0.05665300037271711	0.064107342527022	152	172	44	Lys acylation
4	2683	0.08087961237420797	0.10212448751397689	217	274	44	Lys acylation
5	2683	0.0920611256056653	0.12448751397689153	247	334	44	Lys acylation
6	2683	0.1054789414834141	0.14312336936265374	283	384	44	Lys acylation
7	2683	0.12299664554603057	0.17443160641073424	330	468	44	Lys acylation
8	2683	0.13119642191576594	0.1975400670890794	352	530	44	Lys acylation
9	2683	0.14386880357808424	0.2295937383525904	386	616	44	Lys acylation
10	2683	0.15318673127096533	0.25046589638464406	411	672	44	Lys acylation
11	2683	0.16362281028699216	0.27431979127841966	439	736	44	Lys acylation
12	2683	0.17182258665672753	0.2974282519567648	461	798	44	Lys acylation
13	2683	0.17666790905702573	0.31308237048080506	474	840	44	Lys acylation
14	2683	0.18449496831904585	0.33320909429742823	495	894	44	Lys acylation
15	2683	0.19269474468878123	0.3488632128214685	517	936	44	Lys acylation
16	2683	0.19791278419679464	0.36451733134550873	531	978	44	Lys acylation
17	2683	0.20648527767424524	0.38389862094670146	554	1030	44	Lys acylation
18	2683	0.2120760342899739	0.40775251584047706	569	1094	44	Lys acylation
19	2683	0.21841222512113306	0.4308609765188222	586	1156	44	Lys acylation
20	2683	0.22176667909057027	0.44055162131941855	595	1182	44	Lys acylation
21	2683	0.22586656727543794	0.4502422661200149	606	1208	44	Lys acylation
22	2683	0.23369362653745807	0.4703689899366381	627	1262	44	Lys acylation
23	2683	0.23965710026090198	0.4919865821841223	643	1320	44	Lys acylation
24	2683	0.2456205739843459	0.5016772269847186	659	1346	44	Lys acylation
25	2683	0.2556839358926575	0.5188222139396198	686	1392	44	Lys acylation
26	2683	0.25978382407752515	0.5307491613865076	697	1424	44	Lys acylation
27	2683	0.2638837122623928	0.543421543048826	708	1458	44	Lys acylation
28	2683	0.271710771524413	0.5613119642191576	729	1506	44	Lys acylation
29	2683	0.27431979127841966	0.573984345881476	736	1540	44	Lys acylation
30	2683	0.2791651136787179	0.5844204248975028	749	1568	44	Lys acylation
31	2683	0.2821468505404398	0.5948565039135296	757	1596	44	Lys acylation
32	2683	0.2881103242638837	0.6075288855758479	773	1630	44	Lys acylation
33	2683	0.29034662691017515	0.6172195303764443	779	1656	44	Lys acylation
34	2683	0.2937010808796124	0.6246738725307491	788	1676	44	Lys acylation
35	2683	0.30003727171077155	0.6388371226239284	805	1714	44	Lys acylation
36	2683	0.30376444278792397	0.6507640700708163	815	1746	44	Lys acylation
37	2683	0.30786433097279164	0.6612001490868431	826	1774	44	Lys acylation
38	2683	0.3104733507267984	0.6753633991800224	833	1812	44	Lys acylation
39	2683	0.3186731270965337	0.6895266492732016	855	1850	44	Lys acylation
40	2683	0.32240029817368615	0.6962355572120761	865	1868	44	Lys acylation
41	2683	0.3265001863585539	0.7081625046589638	876	1900	44	Lys acylation
42	2683	0.3302273574357063	0.7185985836749906	886	1928	44	Lys acylation
43	2683	0.334327245620574	0.7305255311218785	897	1960	44	Lys acylation
44	2683	0.3350726798360045	0.7349981364144614	899	1972	44	Lys acylation
45	2683	0.34364517331345507	0.7469250838613493	922	2004	44	Lys acylation
46	2683	0.3488632128214685	0.7588520313082371	936	2036	44	Lys acylation
47	2683	0.3522176667909057	0.7677972418934029	945	2060	44	Lys acylation
48	2683	0.35594483786805814	0.7774878866939993	955	2086	44	Lys acylation
49	2683	0.3578084234066344	0.7841967946328736	960	2104	44	Lys acylation
50	2683	0.35967200894521056	0.7909057025717481	965	2122	44	Lys acylation
51	2683	0.36339918002236304	0.8005963473723444	975	2148	44	Lys acylation
52	2683	0.3656354826686545	0.8095415579575103	981	2172	44	Lys acylation
53	2683	0.36712635109951547	0.8140141632500931	985	2184	44	Lys acylation
54	2683	0.37048080506895265	0.8237048080506896	994	2210	44	Lys acylation
55	2683	0.3723443906075289	0.8319045844204249	999	2232	44	Lys acylation
56	2683	0.37718971300782705	0.8430860976518822	1012	2262	44	Lys acylation
57	2683	0.3783078643309728	0.8520313082370481	1015	2286	44	Lys acylation
58	2683	0.3835259038389862	0.8669399925456579	1029	2326	44	Lys acylation
59	2683	0.3861349235929929	0.8766306373462542	1036	2352	44	Lys acylation
60	2683	0.38650764070070814	0.8833395452851286	1037	2370	44	Lys acylation
61	2683	0.39098024599329106	0.8930301900857249	1049	2396	44	Lys acylation
62	2683	0.39619828550130454	0.9071934401789042	1063	2434	44	Lys acylation
63	2683	0.39657100260901973	0.9146477823332091	1064	2454	44	Lys acylation
64	2683	0.39918002236302647	0.920611256056653	1071	2470	44	Lys acylation
65	2683	0.40178904211703315	0.9280655982109579	1078	2490	44	Lys acylation
66	2683	0.40402534476332463	0.9362653745806933	1084	2512	44	Lys acylation
67	2683	0.40477077897875513	0.9407379798732762	1086	2524	44	Lys acylation
68	2683	0.4051434960864704	0.9459560193812896	1087	2538	44	Lys acylation
69	2683	0.40849795005590755	0.9571375326127469	1096	2568	44	Lys acylation
70	2683	0.40924338427133805	0.9638464405516213	1098	2586	44	Lys acylation
71	2683	0.4133432724562057	0.9735370853522176	1109	2612	44	Lys acylation
72	2683	0.4148341408870667	0.9802459932910921	1113	2630	44	Lys acylation
73	2683	0.4163250093179277	0.9884457696608274	1117	2652	44	Lys acylation
74	2683	0.4181885948565039	0.9981364144614238	1122	2678	44	Lys acylation
75	2683	0.41930674617964964	1.0048453224002982	1125	2696	44	Lys acylation
76	2683	0.4196794632873649	1.0085724934774507	1126	2706	44	Lys acylation
77	2683	0.4204248975027954	1.015281401416325	1128	2724	44	Lys acylation
78	2683	0.42303391725680206	1.0234811777860604	1135	2746	44	Lys acylation
79	2683	0.42750652254938504	1.0354081252329481	1147	2778	44	Lys acylation
80	2683	0.4301155423033917	1.0495713753261275	1154	2816	44	Lys acylation
81	2683	0.43197912784196796	1.0570257174804323	1159	2836	44	Lys acylation
82	2683	0.43384271338054414	1.0637346254193067	1164	2854	44	Lys acylation
83	2683	0.43533358181140513	1.0689526649273202	1168	2868	44	Lys acylation
84	2683	0.43607901602683563	1.0726798360044727	1170	2878	44	Lys acylation
85	2683	0.4375698844576966	1.080879612374208	1174	2900	44	Lys acylation
86	2683	0.4394334699962728	1.0928065598210959	1179	2932	44	Lys acylation
87	2683	0.43980618710398806	1.09951546775997	1180	2950	44	Lys acylation
88	2683	0.44278792396571004	1.1136787178531495	1188	2988	44	Lys acylation
89	2683	0.4446515095042862	1.1241147968691763	1193	3016	44	Lys acylation
90	2683	0.4476332463660082	1.1345508758852032	1201	3044	44	Lys acylation
91	2683	0.44986954901229964	1.146477823332091	1207	3076	44	Lys acylation
92	2683	0.45210585165859113	1.1569139023481179	1213	3104	44	Lys acylation
93	2683	0.4528512858740216	1.166604547148714	1215	3130	44	Lys acylation
94	2683	0.4569511740588893	1.1762951919493105	1226	3156	44	Lys acylation
95	2683	0.45881475959746554	1.1859858367499068	1231	3182	44	Lys acylation
96	2683	0.4614237793514722	1.1956764815505032	1238	3208	44	Lys acylation
97	2683	0.4629146477823332	1.2098397316436824	1242	3246	44	Lys acylation
98	2683	0.46403279910547895	1.2195303764442789	1245	3272	44	Lys acylation
99	2683	0.4670145359672009	1.2284755870294446	1253	3296	44	Lys acylation
100	2683	0.4677599701826314	1.233693626537458	1255	3310	44	Lys acylation
1	2683	0.024599329109206113	0.0253447633246366	66	68	45	Lys acylation
2	2683	0.033544539694371975	0.036526276556093924	90	98	45	Lys acylation
3	2683	0.0540439806187104	0.06112560566530004	145	164	45	Lys acylation
4	2683	0.0726798360044726	0.08796123742079762	195	236	45	Lys acylation
5	2683	0.09094297428251957	0.1147968691762952	244	308	45	Lys acylation
6	2683	0.10063361908311591	0.13119642191576594	270	352	45	Lys acylation
7	2683	0.11330600074543422	0.15579575102497203	304	418	45	Lys acylation
8	2683	0.12523294819232203	0.17666790905702573	336	474	45	Lys acylation
9	2683	0.14014163250093178	0.20499440924338427	376	550	45	Lys acylation
10	2683	0.14908684308609765	0.22512113306000744	400	604	45	Lys acylation
11	2683	0.15803205367126352	0.25195676481550505	424	676	45	Lys acylation
12	2683	0.1639955273947074	0.27059262020126723	440	726	45	Lys acylation
13	2683	0.17219530376444278	0.28848304137159897	462	774	45	Lys acylation
14	2683	0.17964964591874766	0.30711889675736115	482	824	45	Lys acylation
15	2683	0.190831159150205	0.3272456205739843	512	878	45	Lys acylation
16	2683	0.19642191576593365	0.34140887066716363	527	916	45	Lys acylation
17	2683	0.20313082370480806	0.3563175549757734	545	956	45	Lys acylation
18	2683	0.20834886321282148	0.37942601565411854	559	1018	45	Lys acylation
19	2683	0.2146850540439806	0.4010436079016027	576	1076	45	Lys acylation
20	2683	0.22139396198285502	0.41446142377935147	594	1112	45	Lys acylation
21	2683	0.22586656727543794	0.4211703317182259	606	1130	45	Lys acylation
22	2683	0.23108460678345136	0.4368244502422661	620	1172	45	Lys acylation
23	2683	0.24002981736861723	0.4621692135669027	644	1240	45	Lys acylation
24	2683	0.2456205739843459	0.47409616101379054	659	1272	45	Lys acylation
25	2683	0.24897502795378307	0.48080506895266495	668	1290	45	Lys acylation
26	2683	0.2500931792769288	0.4867685426761088	671	1306	45	Lys acylation
27	2683	0.25531121878494223	0.49869549012299663	685	1338	45	Lys acylation
28	2683	0.256429370108088	0.5091315691390235	688	1366	45	Lys acylation
29	2683	0.26500186358553857	0.5300037271710771	711	1422	45	Lys acylation
30	2683	0.2713380544166977	0.541930674617965	728	1454	45	Lys acylation
31	2683	0.2784196794632874	0.5546030562802833	747	1488	45	Lys acylation
32	2683	0.28251956764815506	0.5650391352963101	758	1516	45	Lys acylation
33	2683	0.28512858740216174	0.572493477450615	765	1536	45	Lys acylation
34	2683	0.2881103242638837	0.5829295564666418	773	1564	45	Lys acylation
35	2683	0.29332836377189714	0.5963473723443906	787	1600	45	Lys acylation
36	2683	0.29705553484904956	0.6052925829295565	797	1624	45	Lys acylation
37	2683	0.30003727171077155	0.6164740961610138	805	1654	45	Lys acylation
38	2683	0.3033917256802087	0.6261647409616101	814	1680	45	Lys acylation
39	2683	0.3067461796496459	0.635109951546776	823	1704	45	Lys acylation
40	2683	0.31084606783451363	0.6440551621319418	834	1728	45	Lys acylation
41	2683	0.3156913902348118	0.6574729780096906	847	1764	45	Lys acylation
42	2683	0.3209094297428252	0.6723816623183004	861	1804	45	Lys acylation
43	2683	0.3279910547894148	0.6925083861349236	880	1858	45	Lys acylation
44	2683	0.3302273574357063	0.6954901229966456	886	1866	45	Lys acylation
45	2683	0.33320909429742823	0.7044353335818114	894	1890	45	Lys acylation
46	2683	0.3346999627282892	0.7126351099515468	898	1912	45	Lys acylation
47	2683	0.33917256802087214	0.7230711889675736	910	1940	45	Lys acylation
48	2683	0.34215430488259413	0.7320163995527394	918	1964	45	Lys acylation
49	2683	0.34662691017517705	0.7439433469996273	930	1996	45	Lys acylation
50	2683	0.34923592992918373	0.7536339918002236	937	2022	45	Lys acylation
51	2683	0.3514722325754752	0.7677972418934029	943	2060	45	Lys acylation
52	2683	0.3589265747297801	0.7827059262020126	963	2100	45	Lys acylation
53	2683	0.3607901602683563	0.7871785314945956	968	2112	45	Lys acylation
54	2683	0.3637718971300783	0.7946328736489005	976	2132	45	Lys acylation
55	2683	0.366380916884085	0.8028326500186359	983	2154	45	Lys acylation
56	2683	0.36936265374580696	0.8132687290346627	991	2182	45	Lys acylation
57	2683	0.37346254193067463	0.8214685054043981	1002	2204	45	Lys acylation
58	2683	0.3760715616846813	0.8296682817741334	1009	2226	45	Lys acylation
59	2683	0.38054416697726423	0.8445769660827432	1021	2266	45	Lys acylation
