occupancy_k	distance_aa	sites_with_at_least_k_neighbors	sites_total	observed_fraction	permutation
4	15	240	12826	0.01871199126773741	30
4	20	389	12826	0.03032901917979105	30
4	30	663	12826	0.05169187587712459	30
4	40	968	12826	0.07547169811320754	30
4	50	1214	12826	0.0946514891626384	30
4	75	1886	12826	0.14704506471230314	30
4	100	2359	12826	0.18392328083580228	30
5	1	0	12826	0.0	30
5	2	0	12826	0.0	30
5	3	0	12826	0.0	30
5	4	1	12826	7.79666302822392e-05	30
5	5	2	12826	0.0001559332605644784	30
5	6	5	12826	0.000389833151411196	30
5	8	11	12826	0.0008576329331046312	30
5	10	29	12826	0.002261032278184937	30
5	15	114	12826	0.00888819585217527	30
5	20	226	12826	0.01762045844378606	30
5	30	418	12826	0.032590051457975985	30
5	40	630	12826	0.0491189770778107	30
5	50	831	12826	0.06479026976454078	30
5	75	1290	12826	0.10057695306408856	30
5	100	1679	12826	0.13090597224387962	30
6	1	0	12826	0.0	30
6	2	0	12826	0.0	30
6	3	0	12826	0.0	30
6	4	0	12826	0.0	30
6	5	0	12826	0.0	30
6	6	0	12826	0.0	30
6	8	3	12826	0.0002338998908467176	30
6	10	11	12826	0.0008576329331046312	30
6	15	48	12826	0.0037423982535474817	30
6	20	117	12826	0.009122095743021986	30
6	30	283	12826	0.022064556369873693	30
6	40	449	12826	0.0350070169967254	30
6	50	603	12826	0.04701387806019024	30
6	75	981	12826	0.07648526430687666	30
6	100	1299	12826	0.10127865273662873	30
7	1	0	12826	0.0	30
7	2	0	12826	0.0	30
7	3	0	12826	0.0	30
7	4	0	12826	0.0	30
7	5	0	12826	0.0	30
7	6	0	12826	0.0	30
7	8	1	12826	7.79666302822392e-05	30
7	10	7	12826	0.0005457664119756744	30
7	15	21	12826	0.0016372992359270232	30
7	20	70	12826	0.0054576641197567445	30
7	30	194	12826	0.015125526274754405	30
7	40	309	12826	0.024091688757211915	30
7	50	434	12826	0.03383751754249181	30
7	75	750	12826	0.0584749727116794	30
7	100	1046	12826	0.0815530952752222	30
8	1	0	12826	0.0	30
8	2	0	12826	0.0	30
8	3	0	12826	0.0	30
8	4	0	12826	0.0	30
8	5	0	12826	0.0	30
8	6	0	12826	0.0	30
8	8	0	12826	0.0	30
8	10	0	12826	0.0	30
8	15	12	12826	0.0009355995633868704	30
8	20	34	12826	0.002650865429596133	30
8	30	137	12826	0.01068142834866677	30
8	40	235	12826	0.01832215811632621	30
8	50	331	12826	0.025806954623421176	30
8	75	594	12826	0.04631217838765009	30
8	100	824	12826	0.0642445033525651	30
9	1	0	12826	0.0	30
9	2	0	12826	0.0	30
9	3	0	12826	0.0	30
9	4	0	12826	0.0	30
9	5	0	12826	0.0	30
9	6	0	12826	0.0	30
9	8	0	12826	0.0	30
9	10	0	12826	0.0	30
9	15	5	12826	0.000389833151411196	30
9	20	13	12826	0.0010135661936691096	30
9	30	94	12826	0.007328863246530485	30
9	40	184	12826	0.014345859971932013	30
9	50	248	12826	0.019335724309995323	30
9	75	456	12826	0.03555278340870108	30
9	100	678	12826	0.05286137533135818	30
10	1	0	12826	0.0	30
10	2	0	12826	0.0	30
10	3	0	12826	0.0	30
10	4	0	12826	0.0	30
10	5	0	12826	0.0	30
10	6	0	12826	0.0	30
10	8	0	12826	0.0	30
10	10	0	12826	0.0	30
10	15	0	12826	0.0	30
10	20	0	12826	0.0	30
10	30	44	12826	0.003430531732418525	30
10	40	135	12826	0.010525495088102292	30
10	50	198	12826	0.015437392795883362	30
10	75	366	12826	0.02853578668329955	30
10	100	542	12826	0.042257913612973645	30
1	1	272	12826	0.021206923436769064	31
1	2	641	12826	0.04997661001091533	31
1	3	912	12826	0.07110556681740215	31
1	4	1173	12826	0.09145485732106658	31
1	5	1428	12826	0.11133634804303758	31
1	6	1655	12826	0.12903477311710587	31
1	8	2137	12826	0.16661468891314518	31
1	10	2519	12826	0.19639794168096056	31
1	15	3239	12826	0.25253391548417276	31
1	20	3747	12826	0.29214096366755027	31
1	30	4646	12826	0.3622329642912833	31
1	40	5291	12826	0.4125214408233276	31
1	50	5866	12826	0.4573522532356152	31
1	75	6825	12826	0.5321222516762826	31
1	100	7536	12826	0.5875565258069546	31
2	1	4	12826	0.0003118665211289568	31
2	2	33	12826	0.002572898799313894	31
2	3	78	12826	0.0060813971620146574	31
2	4	166	12826	0.012942460626851707	31
2	5	247	12826	0.01925775767971308	31
2	6	340	12826	0.026508654295961328	31
2	8	514	12826	0.04007484796507095	31
2	10	720	12826	0.056135973803212225	31
2	15	1192	12826	0.09293622329642913	31
2	20	1530	12826	0.11928894433182598	31
2	30	2113	12826	0.16474348978637143	31
2	40	2630	12826	0.2050522376422891	31
2	50	3088	12826	0.24076095431155464	31
2	75	3969	12826	0.30944955559020737	31
2	100	4616	12826	0.35989396538281615	31
3	1	0	12826	0.0	31
3	2	2	12826	0.0001559332605644784	31
3	3	8	12826	0.0006237330422579137	31
3	4	21	12826	0.0016372992359270232	31
3	5	33	12826	0.002572898799313894	31
3	6	65	12826	0.0050678309683455484	31
3	8	147	12826	0.011461094651489163	31
3	10	241	12826	0.018789957898019648	31
3	15	477	12826	0.0371900826446281	31
3	20	737	12826	0.057461406518010294	31
3	30	1151	12826	0.08973959145485733	31
3	40	1499	12826	0.11687197879307656	31
3	50	1886	12826	0.14704506471230314	31
3	75	2620	12826	0.20427257133946672	31
3	100	3181	12826	0.2480118509278029	31
4	1	0	12826	0.0	31
4	2	0	12826	0.0	31
4	3	2	12826	0.0001559332605644784	31
4	4	6	12826	0.0004677997816934352	31
4	5	10	12826	0.000779666302822392	31
4	6	19	12826	0.0014813659753625447	31
4	8	50	12826	0.00389833151411196	31
4	10	97	12826	0.007562763137377203	31
4	15	242	12826	0.018867924528301886	31
4	20	406	12826	0.03165445189458912	31
4	30	696	12826	0.05426477467643848	31
4	40	982	12826	0.0765632309371589	31
4	50	1234	12826	0.09621082176828318	31
4	75	1832	12826	0.14283486667706222	31
4	100	2328	12826	0.18150631529705286	31
5	1	0	12826	0.0	31
5	2	0	12826	0.0	31
5	3	0	12826	0.0	31
5	4	0	12826	0.0	31
5	5	2	12826	0.0001559332605644784	31
5	6	4	12826	0.0003118665211289568	31
5	8	13	12826	0.0010135661936691096	31
5	10	33	12826	0.002572898799313894	31
5	15	111	12826	0.00865429596132855	31
5	20	224	12826	0.017464525183221582	31
5	30	443	12826	0.03453921721503197	31
5	40	685	12826	0.05340714174333385	31
5	50	881	12826	0.06868860127865274	31
5	75	1321	12826	0.10299391860283799	31
5	100	1706	12826	0.13301107126150008	31
6	1	0	12826	0.0	31
6	2	0	12826	0.0	31
6	3	0	12826	0.0	31
6	4	0	12826	0.0	31
6	5	0	12826	0.0	31
6	6	1	12826	7.79666302822392e-05	31
6	8	3	12826	0.0002338998908467176	31
6	10	9	12826	0.0007016996725401528	31
6	15	43	12826	0.0033525651021362856	31
6	20	98	12826	0.007640729767659442	31
6	30	280	12826	0.021830656479026978	31
6	40	459	12826	0.035786683299547796	31
6	50	645	12826	0.05028847653204428	31
6	75	990	12826	0.07718696397941681	31
6	100	1310	12826	0.10213628566973336	31
7	1	0	12826	0.0	31
7	2	0	12826	0.0	31
7	3	0	12826	0.0	31
7	4	0	12826	0.0	31
7	5	0	12826	0.0	31
7	6	0	12826	0.0	31
7	8	0	12826	0.0	31
7	10	5	12826	0.000389833151411196	31
7	15	11	12826	0.0008576329331046312	31
7	20	39	12826	0.0030406985810073287	31
7	30	163	12826	0.01270856073600499	31
7	40	311	12826	0.02424762201777639	31
7	50	457	12826	0.03563075003898331	31
7	75	778	12826	0.0606580383595821	31
7	100	1053	12826	0.08209886168719788	31
8	1	0	12826	0.0	31
8	2	0	12826	0.0	31
8	3	0	12826	0.0	31
8	4	0	12826	0.0	31
8	5	0	12826	0.0	31
8	6	0	12826	0.0	31
8	8	0	12826	0.0	31
8	10	0	12826	0.0	31
8	15	7	12826	0.0005457664119756744	31
8	20	17	12826	0.0013254327147980665	31
8	30	88	12826	0.00686106346483705	31
8	40	221	12826	0.017230625292374863	31
8	50	326	12826	0.02541712147200998	31
8	75	598	12826	0.04662404490877904	31
8	100	851	12826	0.06634960237018556	31
9	1	0	12826	0.0	31
9	2	0	12826	0.0	31
9	3	0	12826	0.0	31
9	4	0	12826	0.0	31
9	5	0	12826	0.0	31
9	6	0	12826	0.0	31
9	8	0	12826	0.0	31
9	10	0	12826	0.0	31
9	15	0	12826	0.0	31
9	20	2	12826	0.0001559332605644784	31
9	30	39	12826	0.0030406985810073287	31
9	40	132	12826	0.010291595197255575	31
9	50	227	12826	0.0176984250740683	31
9	75	466	12826	0.03633244971152347	31
9	100	659	12826	0.05138000935599563	31
10	1	0	12826	0.0	31
10	2	0	12826	0.0	31
10	3	0	12826	0.0	31
10	4	0	12826	0.0	31
10	5	0	12826	0.0	31
10	6	0	12826	0.0	31
10	8	0	12826	0.0	31
10	10	0	12826	0.0	31
10	15	0	12826	0.0	31
10	20	0	12826	0.0	31
10	30	24	12826	0.0018711991267737408	31
10	40	74	12826	0.0057695306408857006	31
10	50	160	12826	0.012474660845158272	31
10	75	337	12826	0.02627475440511461	31
10	100	527	12826	0.04108841415874006	31
1	1	286	12826	0.022298456260720412	32
1	2	680	12826	0.053017308591922656	32
1	3	944	12826	0.07360049898643381	32
1	4	1212	12826	0.09449555590207391	32
1	5	1431	12826	0.1115702479338843	32
1	6	1693	12826	0.13199750506783098	32
1	8	2159	12826	0.16832995477935445	32
1	10	2460	12826	0.19179791049430844	32
1	15	3173	12826	0.247388117885545	32
1	20	3758	12826	0.2929985966006549	32
1	30	4590	12826	0.35786683299547795	32
1	40	5214	12826	0.4065180102915952	32
1	50	5794	12826	0.45173865585529394	32
1	75	6707	12826	0.5229221893029783	32
1	100	7477	12826	0.5829564946203025	32
2	1	4	12826	0.0003118665211289568	32
2	2	41	12826	0.003196631841571807	32
2	3	84	12826	0.006549196943708093	32
2	4	166	12826	0.012942460626851707	32
2	5	242	12826	0.018867924528301886	32
2	6	346	12826	0.026976454077654765	32
2	8	569	12826	0.044363012630594105	32
2	10	769	12826	0.05995633868704195	32
2	15	1193	12826	0.09301418992671137	32
2	20	1555	12826	0.12123811008888195	32
2	30	2159	12826	0.16832995477935445	32
2	40	2632	12826	0.20520817090285356	32
2	50	3093	12826	0.24115078746296584	32
2	75	4013	12826	0.3128800873226259	32
2	100	4697	12826	0.36620926243567753	32
3	1	0	12826	0.0	32
3	2	1	12826	7.79666302822392e-05	32
3	3	7	12826	0.0005457664119756744	32
3	4	23	12826	0.0017932324964915016	32
3	5	38	12826	0.0029627319507250895	32
3	6	77	12826	0.006003430531732418	32
3	8	166	12826	0.012942460626851707	32
3	10	267	12826	0.020817090285357866	32
3	15	530	12826	0.04132231404958678	32
3	20	771	12826	0.060112271947606426	32
3	30	1176	12826	0.0916887572119133	32
3	40	1559	12826	0.12154997661001092	32
3	50	1900	12826	0.1481365975362545	32
3	75	2658	12826	0.2072353032901918	32
3	100	3227	12826	0.2515983159207859	32
4	1	0	12826	0.0	32
4	2	0	12826	0.0	32
4	3	1	12826	7.79666302822392e-05	32
4	4	5	12826	0.000389833151411196	32
4	5	10	12826	0.000779666302822392	32
4	6	19	12826	0.0014813659753625447	32
4	8	46	12826	0.0035864649929830033	32
4	10	87	12826	0.00678309683455481	32
4	15	249	12826	0.01941369094027756	32
4	20	419	12826	0.03266801808825823	32
4	30	690	12826	0.053796974894745046	32
4	40	964	12826	0.07515983159207859	32
4	50	1275	12826	0.09940745360985498	32
4	75	1920	12826	0.14969593014189927	32
4	100	2325	12826	0.18127241540620614	32
5	1	0	12826	0.0	32
5	2	0	12826	0.0	32
5	3	0	12826	0.0	32
5	4	0	12826	0.0	32
5	5	3	12826	0.0002338998908467176	32
5	6	8	12826	0.0006237330422579137	32
5	8	17	12826	0.0013254327147980665	32
5	10	32	12826	0.0024949321690316546	32
5	15	111	12826	0.00865429596132855	32
5	20	217	12826	0.016918758771245906	32
5	30	465	12826	0.036254483081241226	32
5	40	668	12826	0.05208170902853579	32
5	50	875	12826	0.0682208014969593	32
5	75	1385	12826	0.10798378294090129	32
5	100	1764	12826	0.13753313581786994	32
6	1	0	12826	0.0	32
6	2	0	12826	0.0	32
6	3	0	12826	0.0	32
6	4	0	12826	0.0	32
6	5	0	12826	0.0	32
6	6	1	12826	7.79666302822392e-05	32
6	8	7	12826	0.0005457664119756744	32
6	10	14	12826	0.0010915328239513489	32
6	15	49	12826	0.003820364883829721	32
6	20	110	12826	0.008576329331046312	32
6	30	300	12826	0.02338998908467176	32
6	40	486	12826	0.03789178231716825	32
6	50	642	12826	0.05005457664119757	32
6	75	1056	12826	0.0823327615780446	32
6	100	1384	12826	0.10790581631061906	32
7	1	0	12826	0.0	32
7	2	0	12826	0.0	32
7	3	0	12826	0.0	32
7	4	0	12826	0.0	32
7	5	0	12826	0.0	32
7	6	0	12826	0.0	32
7	8	2	12826	0.0001559332605644784	32
7	10	7	12826	0.0005457664119756744	32
7	15	22	12826	0.0017152658662092624	32
7	20	63	12826	0.00491189770778107	32
7	30	181	12826	0.014111960081085296	32
7	40	344	12826	0.026820520817090285	32
7	50	471	12826	0.03672228286293466	32
7	75	808	12826	0.06299703726804927	32
7	100	1085	12826	0.08459379385622953	32
8	1	0	12826	0.0	32
8	2	0	12826	0.0	32
8	3	0	12826	0.0	32
8	4	0	12826	0.0	32
8	5	0	12826	0.0	32
8	6	0	12826	0.0	32
8	8	0	12826	0.0	32
8	10	4	12826	0.0003118665211289568	32
8	15	8	12826	0.0006237330422579137	32
8	20	28	12826	0.0021830656479026977	32
8	30	121	12826	0.009433962264150943	32
8	40	251	12826	0.019569624200842038	32
8	50	379	12826	0.02954935287696866	32
8	75	633	12826	0.049352876968657415	32
8	100	849	12826	0.06619366910962109	32
9	1	0	12826	0.0	32
9	2	0	12826	0.0	32
9	3	0	12826	0.0	32
9	4	0	12826	0.0	32
9	5	0	12826	0.0	32
9	6	0	12826	0.0	32
9	8	0	12826	0.0	32
9	10	0	12826	0.0	32
9	15	5	12826	0.000389833151411196	32
9	20	9	12826	0.0007016996725401528	32
9	30	74	12826	0.0057695306408857006	32
9	40	167	12826	0.013020427257133947	32
9	50	292	12826	0.022766256042413845	32
9	75	507	12826	0.03952908155309528	32
9	100	697	12826	0.054342741306720725	32
10	1	0	12826	0.0	32
10	2	0	12826	0.0	32
10	3	0	12826	0.0	32
10	4	0	12826	0.0	32
10	5	0	12826	0.0	32
10	6	0	12826	0.0	32
10	8	0	12826	0.0	32
10	10	0	12826	0.0	32
10	15	0	12826	0.0	32
10	20	0	12826	0.0	32
10	30	41	12826	0.003196631841571807	32
10	40	107	12826	0.008342429440199594	32
10	50	202	12826	0.015749259317012317	32
10	75	376	12826	0.02931545298612194	32
10	100	583	12826	0.045454545454545456	32
1	1	254	12826	0.019803524091688757	33
1	2	615	12826	0.04794947762357711	33
1	3	875	12826	0.0682208014969593	33
1	4	1162	12826	0.09059722438796196	33
1	5	1343	12826	0.10470918446904724	33
1	6	1624	12826	0.12661780757835647	33
1	8	2020	12826	0.15749259317012318	33
1	10	2344	12826	0.1827537813815687	33
1	15	3085	12826	0.24052705442070793	33
1	20	3650	12826	0.2845782005301731	33
1	30	4553	12826	0.3549820676750351	33
1	40	5206	12826	0.4058942772493373	33
1	50	5717	12826	0.4457352253235615	33
1	75	6716	12826	0.5236238889755185	33
1	100	7466	12826	0.5820988616871979	33
2	1	6	12826	0.0004677997816934352	33
2	2	37	12826	0.0028847653204428503	33
2	3	79	12826	0.006159363792296897	33
2	4	145	12826	0.011305161390924684	33
2	5	218	12826	0.016996725401528145	33
2	6	332	12826	0.025884921253703414	33
2	8	547	12826	0.04264774676438484	33
2	10	727	12826	0.0566817402151879	33
2	15	1160	12826	0.09044129112739747	33
2	20	1484	12826	0.11570247933884298	33
2	30	2095	12826	0.16334009044129114	33
2	40	2626	12826	0.20474037112116014	33
2	50	3085	12826	0.24052705442070793	33
2	75	4034	12826	0.31451738655855294	33
2	100	4662	12826	0.36348043037579914	33
3	1	0	12826	0.0	33
3	2	2	12826	0.0001559332605644784	33
3	3	6	12826	0.0004677997816934352	33
3	4	25	12826	0.00194916575705598	33
3	5	39	12826	0.0030406985810073287	33
3	6	62	12826	0.004833931077498831	33
3	8	135	12826	0.010525495088102292	33
3	10	237	12826	0.01847809137689069	33
3	15	508	12826	0.03960704818337751	33
3	20	710	12826	0.055356307500389834	33
3	30	1143	12826	0.0891158584125994	33
3	40	1499	12826	0.11687197879307656	33
3	50	1863	12826	0.14525183221581164	33
3	75	2576	12826	0.2008420396070482	33
3	100	3121	12826	0.24333385311086855	33
4	1	0	12826	0.0	33
4	2	0	12826	0.0	33
4	3	0	12826	0.0	33
4	4	0	12826	0.0	33
4	5	4	12826	0.0003118665211289568	33
4	6	16	12826	0.0012474660845158273	33
4	8	37	12826	0.0028847653204428503	33
4	10	88	12826	0.00686106346483705	33
4	15	233	12826	0.018166224855761734	33
4	20	402	12826	0.03134258537346016	33
4	30	680	12826	0.053017308591922656	33
4	40	908	12826	0.0707937002962732	33
4	50	1173	12826	0.09145485732106658	33
4	75	1800	12826	0.14033993450803056	33
4	100	2262	12826	0.17636051769842506	33
5	1	0	12826	0.0	33
5	2	0	12826	0.0	33
5	3	0	12826	0.0	33
5	4	0	12826	0.0	33
5	5	0	12826	0.0	33
5	6	2	12826	0.0001559332605644784	33
5	8	10	12826	0.000779666302822392	33
5	10	25	12826	0.00194916575705598	33
5	15	111	12826	0.00865429596132855	33
5	20	220	12826	0.017152658662092625	33
5	30	450	12826	0.03508498362700764	33
5	40	650	12826	0.050678309683455484	33
5	50	816	12826	0.06362077031030719	33
5	75	1265	12826	0.09862778730703259	33
5	100	1660	12826	0.12942460626851707	33
6	1	0	12826	0.0	33
6	2	0	12826	0.0	33
6	3	0	12826	0.0	33
6	4	0	12826	0.0	33
6	5	0	12826	0.0	33
6	6	0	12826	0.0	33
6	8	3	12826	0.0002338998908467176	33
6	10	9	12826	0.0007016996725401528	33
6	15	42	12826	0.0032745984718540464	33
6	20	106	12826	0.008264462809917356	33
6	30	276	12826	0.02151878995789802	33
6	40	464	12826	0.03617651645095899	33
6	50	610	12826	0.047559644472165916	33
6	75	993	12826	0.07742086387026352	33
6	100	1312	12826	0.10229221893029783	33
7	1	0	12826	0.0	33
7	2	0	12826	0.0	33
7	3	0	12826	0.0	33
7	4	0	12826	0.0	33
7	5	0	12826	0.0	33
7	6	0	12826	0.0	33
7	8	0	12826	0.0	33
7	10	6	12826	0.0004677997816934352	33
7	15	17	12826	0.0013254327147980665	33
7	20	56	12826	0.0043661312958053955	33
7	30	186	12826	0.014501793232496491	33
7	40	321	12826	0.025027288320598785	33
7	50	474	12826	0.03695618275378138	33
7	75	788	12826	0.06143770466240449	33
7	100	1038	12826	0.08092936223296429	33
8	1	0	12826	0.0	33
8	2	0	12826	0.0	33
8	3	0	12826	0.0	33
8	4	0	12826	0.0	33
8	5	0	12826	0.0	33
8	6	0	12826	0.0	33
8	8	0	12826	0.0	33
8	10	0	12826	0.0	33
8	15	4	12826	0.0003118665211289568	33
8	20	22	12826	0.0017152658662092624	33
8	30	114	12826	0.00888819585217527	33
8	40	232	12826	0.018088258225479496	33
8	50	344	12826	0.026820520817090285	33
8	75	626	12826	0.04880711055668174	33
8	100	843	12826	0.06572586932792765	33
9	1	0	12826	0.0	33
9	2	0	12826	0.0	33
9	3	0	12826	0.0	33
9	4	0	12826	0.0	33
9	5	0	12826	0.0	33
9	6	0	12826	0.0	33
9	8	0	12826	0.0	33
9	10	0	12826	0.0	33
9	15	0	12826	0.0	33
9	20	3	12826	0.0002338998908467176	33
9	30	64	12826	0.004989864338063309	33
9	40	158	12826	0.012318727584593793	33
9	50	245	12826	0.019101824419148605	33
9	75	474	12826	0.03695618275378138	33
9	100	678	12826	0.05286137533135818	33
10	1	0	12826	0.0	33
10	2	0	12826	0.0	33
10	3	0	12826	0.0	33
10	4	0	12826	0.0	33
10	5	0	12826	0.0	33
10	6	0	12826	0.0	33
10	8	0	12826	0.0	33
10	10	0	12826	0.0	33
10	15	0	12826	0.0	33
10	20	1	12826	7.79666302822392e-05	33
10	30	37	12826	0.0028847653204428503	33
10	40	111	12826	0.00865429596132855	33
10	50	191	12826	0.014891626383907687	33
10	75	369	12826	0.028769686574146264	33
10	100	549	12826	0.042803680024949324	33
1	1	255	12826	0.019881490721970995	34
1	2	662	12826	0.05161390924684235	34
1	3	970	12826	0.07562763137377203	34
1	4	1244	12826	0.09699048807110557	34
1	5	1467	12826	0.11437704662404491	34
1	6	1685	12826	0.13137377202557304	34
1	8	2144	12826	0.16716045532512086	34
1	10	2528	12826	0.1970996413535007	34
1	15	3253	12826	0.2536254483081241	34
1	20	3793	12826	0.2957274286605333	34
1	30	4646	12826	0.3622329642912833	34
1	40	5296	12826	0.4129112739747388	34
1	50	5871	12826	0.45774208638702635	34
1	75	6857	12826	0.5346171838453142	34
1	100	7535	12826	0.5874785591766724	34
2	1	7	12826	0.0005457664119756744	34
2	2	42	12826	0.0032745984718540464	34
2	3	90	12826	0.007016996725401528	34
2	4	186	12826	0.014501793232496491	34
2	5	252	12826	0.01964759083112428	34
2	6	350	12826	0.027288320598783722	34
2	8	558	12826	0.04350537969748947	34
2	10	755	12826	0.0588648058630906	34
2	15	1235	12826	0.09628878839856542	34
2	20	1613	12826	0.12576017464525183	34
2	30	2181	12826	0.1700452206455637	34
2	40	2689	12826	0.20965226882894122	34
2	50	3088	12826	0.24076095431155464	34
2	75	3957	12826	0.3085139560268205	34
2	100	4649	12826	0.36246686418213003	34
3	1	0	12826	0.0	34
3	2	6	12826	0.0004677997816934352	34
3	3	10	12826	0.000779666302822392	34
3	4	26	12826	0.0020271323873382193	34
3	5	46	12826	0.0035864649929830033	34
3	6	76	12826	0.005925463901450179	34
3	8	155	12826	0.012084827693747077	34
3	10	235	12826	0.01832215811632621	34
3	15	495	12826	0.038593481989708404	34
3	20	751	12826	0.05855293934196164	34
3	30	1179	12826	0.09192265710276001	34
3	40	1603	12826	0.12498050834242944	34
3	50	1943	12826	0.15148916263839077	34
3	75	2630	12826	0.2050522376422891	34
3	100	3138	12826	0.24465928582566662	34
4	1	0	12826	0.0	34
4	2	2	12826	0.0001559332605644784	34
4	3	4	12826	0.0003118665211289568	34
4	4	6	12826	0.0004677997816934352	34
4	5	11	12826	0.0008576329331046312	34
4	6	24	12826	0.0018711991267737408	34
4	8	57	12826	0.004444097926087635	34
4	10	101	12826	0.007874629658506159	34
4	15	245	12826	0.019101824419148605	34
4	20	386	12826	0.03009511928894433	34
4	30	705	12826	0.05496647434897864	34
4	40	991	12826	0.07726493060969905	34
4	50	1274	12826	0.09932948697957274	34
4	75	1913	12826	0.1491501637299236	34
4	100	2326	12826	0.18135038203648837	34
5	1	0	12826	0.0	34
5	2	0	12826	0.0	34
5	3	2	12826	0.0001559332605644784	34
5	4	4	12826	0.0003118665211289568	34
5	5	6	12826	0.0004677997816934352	34
5	6	7	12826	0.0005457664119756744	34
5	8	16	12826	0.0012474660845158273	34
5	10	47	12826	0.0036644316232652425	34
5	15	136	12826	0.010603461718384532	34
5	20	241	12826	0.018789957898019648	34
5	30	464	12826	0.03617651645095899	34
5	40	699	12826	0.0544986745672852	34
5	50	904	12826	0.07048183377514423	34
5	75	1354	12826	0.10556681740215187	34
5	100	1755	12826	0.1368314361453298	34
6	1	0	12826	0.0	34
6	2	0	12826	0.0	34
6	3	0	12826	0.0	34
6	4	0	12826	0.0	34
6	5	0	12826	0.0	34
6	6	0	12826	0.0	34
6	8	0	12826	0.0	34
6	10	10	12826	0.000779666302822392	34
6	15	63	12826	0.00491189770778107	34
6	20	128	12826	0.009979728676126618	34
6	30	317	12826	0.02471542179946983	34
6	40	492	12826	0.038359582098861686	34
6	50	667	12826	0.05200374239825355	34
6	75	1049	12826	0.08178699516606892	34
6	100	1390	12826	0.1083736160923125	34
7	1	0	12826	0.0	34
7	2	0	12826	0.0	34
7	3	0	12826	0.0	34
7	4	0	12826	0.0	34
7	5	0	12826	0.0	34
7	6	0	12826	0.0	34
7	8	0	12826	0.0	34
7	10	0	12826	0.0	34
7	15	22	12826	0.0017152658662092624	34
7	20	65	12826	0.0050678309683455484	34
7	30	201	12826	0.01567129268673008	34
7	40	355	12826	0.027678153750194917	34
7	50	486	12826	0.03789178231716825	34
7	75	805	12826	0.06276313737720256	34
7	100	1118	12826	0.08716669265554343	34
8	1	0	12826	0.0	34
8	2	0	12826	0.0	34
8	3	0	12826	0.0	34
8	4	0	12826	0.0	34
8	5	0	12826	0.0	34
8	6	0	12826	0.0	34
8	8	0	12826	0.0	34
8	10	0	12826	0.0	34
8	15	3	12826	0.0002338998908467176	34
8	20	22	12826	0.0017152658662092624	34
8	30	109	12826	0.008498362700764072	34
8	40	260	12826	0.020271323873382194	34
8	50	370	12826	0.028847653204428506	34
8	75	630	12826	0.0491189770778107	34
8	100	845	12826	0.06588180258849212	34
9	1	0	12826	0.0	34
9	2	0	12826	0.0	34
9	3	0	12826	0.0	34
9	4	0	12826	0.0	34
9	5	0	12826	0.0	34
9	6	0	12826	0.0	34
9	8	0	12826	0.0	34
9	10	0	12826	0.0	34
9	15	0	12826	0.0	34
9	20	7	12826	0.0005457664119756744	34
9	30	56	12826	0.0043661312958053955	34
9	40	164	12826	0.012786527366287229	34
9	50	288	12826	0.02245438952128489	34
9	75	501	12826	0.03906128177140184	34
9	100	704	12826	0.0548885077186964	34
10	1	0	12826	0.0	34
10	2	0	12826	0.0	34
10	3	0	12826	0.0	34
10	4	0	12826	0.0	34
10	5	0	12826	0.0	34
10	6	0	12826	0.0	34
10	8	0	12826	0.0	34
10	10	0	12826	0.0	34
10	15	0	12826	0.0	34
10	20	1	12826	7.79666302822392e-05	34
10	30	38	12826	0.0029627319507250895	34
10	40	113	12826	0.00881022922189303	34
10	50	208	12826	0.016217059098705754	34
10	75	403	12826	0.0314205520037424	34
10	100	599	12826	0.04670201153906128	34
1	1	231	12826	0.018010291595197257	35
1	2	585	12826	0.04561047871510993	35
1	3	833	12826	0.06494620302510526	35
1	4	1138	12826	0.08872602526118821	35
1	5	1374	12826	0.10712615000779667	35
1	6	1626	12826	0.12677374083892093	35
1	8	2070	12826	0.16139092468423516	35
1	10	2410	12826	0.18789957898019646	35
1	15	3193	12826	0.24894745049118977	35
1	20	3710	12826	0.2892561983471074	35
1	30	4525	12826	0.3527990020271324	35
1	40	5133	12826	0.4002027132387338	35
1	50	5726	12826	0.44643692499610166	35
1	75	6759	12826	0.5269764540776548	35
1	100	7470	12826	0.5824107282083268	35
2	1	9	12826	0.0007016996725401528	35
2	2	44	12826	0.003430531732418525	35
2	3	93	12826	0.007250896616248246	35
2	4	152	12826	0.011850927802900358	35
2	5	226	12826	0.01762045844378606	35
2	6	331	12826	0.025806954623421176	35
2	8	529	12826	0.041244347419304536	35
2	10	728	12826	0.05675970684547014	35
2	15	1188	12826	0.09262435677530018	35
2	20	1549	12826	0.12077031030718852	35
2	30	2134	12826	0.16638078902229847	35
2	40	2614	12826	0.20380477155777327	35
2	50	3085	12826	0.24052705442070793	35
2	75	3985	12826	0.31069702167472324	35
2	100	4649	12826	0.36246686418213003	35
3	1	0	12826	0.0	35
3	2	5	12826	0.000389833151411196	35
3	3	11	12826	0.0008576329331046312	35
3	4	23	12826	0.0017932324964915016	35
3	5	44	12826	0.003430531732418525	35
3	6	79	12826	0.006159363792296897	35
3	8	170	12826	0.013254327147980664	35
3	10	267	12826	0.020817090285357866	35
3	15	509	12826	0.039685014813659755	35
3	20	738	12826	0.05753937314829253	35
3	30	1171	12826	0.0912989240605021	35
3	40	1551	12826	0.120926243567753	35
3	50	1851	12826	0.14431623265242477	35
