window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
30	14	65	7	2.706	2.0	4.0	2.5868440502586845	1.371193082743154	0.000999000999000999	982	1006	7	1.0	982,984,986,995,999,1002,1006	Q9NZB2	FAM120A	0.035464535464535464	1.4562291865989534
50	11	53	8	3.105	2.0	5.0	2.576489533011272	1.3654067315542433	0.000999000999000999	688	729	8	1.0	688,693,705,707,710,723,726,729	Q96QC0	PPP1R10	0.035464535464535464	1.478748204630188
75	5	151	4	1.553	1.0	3.0	2.5756600128783003	1.364942170274786	0.000999000999000999	2122	2132	4	1.0	2122,2128,2131,2132	O43497	CACNA1G	0.035464535464535464	1.8468432119385796
75	15	127	11	4.272	3.0	6.0	2.5749063670411982	1.3645199716118301	0.000999000999000999	732	788	15	0.7333333333333333	732,733,740,741,749,756,757,765,772,773,788	Q8IXT5	RBM12B	0.035464535464535464	1.4771407448083023
75	9	119	8	3.111	2.0	5.0	2.5715204114432657	1.3626216051277051	0.000999000999000999	107	157	11	0.7272727272727273	107,118,120,128,130,149,153,157	Q6Y7W6	GIGYF2	0.035464535464535464	1.5681096517138196
100	7	70	7	2.729	2.0	4.0	2.5650421399780137	1.3589825274455505	0.000999000999000999	93	163	12	0.5833333333333334	93,95,119,142,154,161,163	Q13608	PEX6	0.035464535464535464	1.5198826269385373
100	17	92	11	4.294	3.0	7.0	2.56171401956218	1.3571094274406112	0.000999000999000999	1719	1808	15	0.7333333333333333	1719,1723,1734,1741,1749,1773,1775,1793,1803,1805,1808	Q69YN4	VIRMA	0.035464535464535464	1.3571094274406112
15	7	61	4	1.571	1.0	2.0249999999999773	2.5461489497135585	1.348316819367891	0.000999000999000999	849	862	4	1.0	849,850,857,862	P50570	DNM3	0.035464535464535464	1.348316819367891
5	8	85	3	1.181	1.0	2.0	2.540220152413209	1.3449535359860858	0.000999000999000999	207	211	3	1.0	207,210,211	Q99569	PKP4	0.035464535464535464	1.7612131404128835
30	3	50	3	1.182	1.0	2.0	2.5380710659898478	1.3437324652057108	0.000999000999000999	456	464	3	1.0	456,463,464	P10253	GAA	0.035464535464535464	1.5077195017886957
30	7	80	4	1.583	1.0	2.0	2.5268477574226154	1.3373387445249059	0.000999000999000999	1833	1859	4	1.0	1833,1843,1851,1859	Q5JRA6	MIA3	0.035464535464535464	1.6246626245414137
100	5	136	4	1.583	1.0	3.0	2.5268477574226154	1.3373387445249059	0.000999000999000999	1761	1818	6	0.6666666666666666	1761,1775,1786,1818	Q8IWI9	MGA	0.035464535464535464	1.4373301738972977
100	11	53	10	3.976	3.0	6.0	2.515090543259557	1.3306103379871632	0.000999000999000999	665	729	10	1.0	665,674,688,693,705,707,710,723,726,729	Q96QC0	PPP1R10	0.035464535464535464	1.478748204630188
10	5	55	3	1.193	1.0	2.0	2.5146689019279127	1.330368457688015	0.000999000999000999	868	878	3	1.0	868,871,878	Q96EK7	FAM120B	0.035464535464535464	1.6223764623642731
20	14	65	6	2.39	2.0	4.0	2.510460251046025	1.3279518825151322	0.000999000999000999	982	1002	6	1.0	982,984,986,995,999,1002	Q9NZB2	FAM120A	0.035464535464535464	1.4562291865989534
50	12	83	7	2.792	2.0	4.0	2.507163323782235	1.326055980510039	0.000999000999000999	334	375	12	0.5833333333333334	334,340,344,346,348,366,375	Q6PKG0	LARP1	0.035464535464535464	1.326055980510039
20	13	52	7	2.795	2.0	4.0	2.5044722719141324	1.3245066389891387	0.000999000999000999	570	587	7	1.0	570,572,574,576,577,580,587	P49959	MRE11A	0.035464535464535464	1.6408537016132012
75	12	68	8	3.199	2.0	5.0	2.500781494216943	1.3223790075464132	0.000999000999000999	1038	1103	9	0.8888888888888888	1038,1044,1053,1059,1073,1084,1102,1103	Q5T0Z8	C6orf132	0.035464535464535464	1.451267468208081
15	7	80	5	2.003	1.0	3.0	2.4962556165751373	1.3197656737367418	0.000999000999000999	855	870	5	1.0	855,857,862,864,870	Q5T8P6	RBM26	0.035464535464535464	1.3197656737367418
10	7	30	5	2.015	1.0	3.0	2.4813895781637716	1.3111482561341197	0.000999000999000999	35	43	5	1.0	35,37,38,41,43	Q96LA8	PRMT6	0.035464535464535464	1.450741560960523
30	6	23	6	2.424	2.0	4.0	2.4752475247524752	1.3075728019102923	0.000999000999000999	5	24	6	1.0	5,7,9,12,16,24	Q12905	ILF2	0.035464535464535464	1.4586503703924523
100	7	73	7	2.829	2.0	4.0	2.4743725698126546	1.3070627453234385	0.000999000999000999	862	911	7	1.0	862,867,874,878,905,909,911	Q9P107	GMIP	0.035464535464535464	1.643212273209298
100	5	88	5	2.022	1.0	3.0	2.4727992087042536	1.306145097646435	0.000999000999000999	1231	1283	11	0.45454545454545453	1231,1243,1245,1280,1283	P19174	PLCG1	0.035464535464535464	1.414268267034073
50	4	60	4	1.618	1.0	3.0	2.472187886279357	1.3057883922321094	0.000999000999000999	584	628	7	0.5714285714285714	584,589,594,628	Q7KZI7	MARK2	0.035464535464535464	1.3646325458416007
50	8	69	6	2.429	2.0	4.0	2.470152326060107	1.3046000107473783	0.000999000999000999	13	48	6	1.0	13,20,28,30,41,48	O14776	TCERG1	0.035464535464535464	1.3046000107473783
100	12	83	9	3.656	3.0	5.0	2.4617067833698028	1.2996589310463296	0.000999000999000999	271	366	15	0.6	271,274,285,334,340,344,346,348,366	Q6PKG0	LARP1	0.035464535464535464	1.326055980510039
30	15	127	7	2.846	2.0	4.0	2.459592410400562	1.2984192601932087	0.000999000999000999	732	757	8	0.875	732,733,740,741,749,756,757	Q8IXT5	RBM12B	0.035464535464535464	1.4771407448083023
30	6	77	5	2.033	1.0	3.0	2.459419576979833	1.298317879704717	0.000999000999000999	43	63	5	1.0	43,54,56,62,63	Q9H307	PNN	0.035464535464535464	1.4579896444633909
100	7	108	6	2.447	2.0	4.0	2.4519820187985286	1.2939483993038534	0.000999000999000999	1378	1416	6	1.0	1378,1387,1395,1400,1405,1416	Q9P2R6	RERE	0.035464535464535464	1.5698931790035078
100	21	72	14	5.711	4.0	8.0	2.451409560497286	1.2936115374633437	0.000999000999000999	847	946	14	1.0	847,851,864,870,880,883,895,921,922,925,928,933,936,946	Q9H0D6	XRN2	0.035464535464535464	1.2936115374633437
20	4	25	4	1.635	1.0	3.0	2.4464831804281344	1.290709364276642	0.000999000999000999	5	22	4	1.0	5,8,18,22	Q8IVB5	LIX1L	0.035464535464535464	1.290709364276642
20	7	58	4	1.639	1.0	3.0	2.4405125076266017	1.2871841455626283	0.000999000999000999	1308	1323	4	1.0	1308,1317,1322,1323	Q96PC5	CTAGE5	0.035464535464535464	1.3902450378275564
50	5	98	4	1.641	1.0	3.0	2.437538086532602	1.2854247611483742	0.000999000999000999	1334	1367	7	0.5714285714285714	1334,1363,1365,1367	Q96MS0	ROBO3	0.035464535464535464	1.4672674580514016
50	19	141	7	2.879	2.0	4.0	2.4313997915943037	1.2817871331562567	0.000999000999000999	2327	2359	8	0.875	2327,2333,2337,2343,2345,2354,2359	P12270	TPR	0.035464535464535464	1.2817871331562567
15	13	52	6	2.47	2.0	4.0	2.42914979757085	1.280451458911203	0.000999000999000999	570	580	6	1.0	570,572,574,576,577,580	P49959	MRE11A	0.035464535464535464	1.6408537016132012
75	8	280	6	2.472	2.0	4.0	2.4271844660194173	1.2792837574788685	0.000999000999000999	564	618	10	0.6	564,566,607,611,614,618	Q5T200	ZC3H13	0.035464535464535464	1.3874115933012825
100	7	80	6	2.473	2.0	4.0	2.426202992317024	1.2787002609933056	0.000999000999000999	1078	1156	7	0.8571428571428571	1078,1080,1086,1096,1142,1156	O15357	INPPL1	0.035464535464535464	1.3309732344903693
20	7	65	4	1.652	1.0	3.0	2.4213075060532687	1.2757863132426417	0.000999000999000999	34	52	4	1.0	34,47,50,52	Q9H2U1	DHX36	0.035464535464535464	1.2757863132426417
30	4	46	4	1.652	1.0	3.0	2.4213075060532687	1.2757863132426417	0.000999000999000999	283	307	5	0.8	283,286,306,307	Q96F44	TRIM11	0.035464535464535464	1.2757863132426417
30	7	71	5	2.067	1.0	3.0	2.418964683115626	1.2743897061240017	0.000999000999000999	138	155	6	0.8333333333333334	138,145,149,153,155	Q659C4	LARP1B	0.035464535464535464	1.4587825518979631
100	9	51	7	2.901	2.0	4.0	2.4129610479145125	1.270804626521694	0.000999000999000999	515	604	8	0.875	515,535,555,577,591,598,604	Q9UPN9	TRIM33	0.035464535464535464	1.270804626521694
30	19	141	6	2.489	2.0	4.0	2.4106066693451185	1.2693962704022075	0.000999000999000999	2327	2354	7	0.8571428571428571	2327,2333,2337,2343,2345,2354	P12270	TPR	0.035464535464535464	1.2817871331562567
20	8	37	5	2.075	1.0	3.0	2.4096385542168672	1.2688167584277998	0.000999000999000999	124	144	5	1.0	124,127,138,139,144	Q9Y285	FARSA	0.035464535464535464	1.2688167584277998
50	12	62	10	4.152	3.0	6.0	2.4084778420038533	1.2681216511915685	0.000999000999000999	94	135	10	1.0	94,102,107,110,121,128,130,131,133,135	Q9Y3X0	CCDC9	0.035464535464535464	1.2681216511915685
30	7	80	6	2.492	1.0	4.0	2.407704654895666	1.2676584323592412	0.000999000999000999	855	878	9	0.6666666666666666	855,857,862,864,870,878	Q5T8P6	RBM26	0.035464535464535464	1.3197656737367418
75	14	65	9	3.742	3.0	6.0	2.405130946018172	1.2661154428636152	0.000999000999000999	964	1006	9	1.0	964,967,982,984,986,995,999,1002,1006	Q9NZB2	FAM120A	0.035464535464535464	1.4562291865989534
20	8	280	4	1.664	1.0	3.0	2.4038461538461537	1.2653445665209948	0.000999000999000999	607	618	4	1.0	607,611,614,618	Q5T200	ZC3H13	0.035464535464535464	1.3874115933012825
50	8	34	7	2.913	2.0	4.0	2.403020940611054	1.264849220579343	0.000999000999000999	379	410	7	1.0	379,381,383,389,394,405,410	A0AV96	RBM47	0.035464535464535464	1.264849220579343
30	8	34	6	2.502	2.0	4.0	2.3980815347721824	1.2618807112174235	0.000999000999000999	379	405	6	1.0	379,381,383,389,394,405	A0AV96	RBM47	0.035464535464535464	1.264849220579343
30	6	42	5	2.088	1.0	3.0	2.3946360153256703	1.2598063829795647	0.000999000999000999	87	103	5	1.0	87,95,97,99,103	O15371	EIF3D	0.035464535464535464	1.4289542796140287
30	7	30	6	2.508	2.0	4.0	2.3923444976076556	1.2584251525812042	0.000999000999000999	29	43	6	1.0	29,35,37,38,41,43	Q96LA8	PRMT6	0.035464535464535464	1.450741560960523
30	8	69	5	2.092	1.0	3.0	2.390057361376673	1.257045243302508	0.000999000999000999	13	41	5	1.0	13,20,28,30,41	O14776	TCERG1	0.035464535464535464	1.3046000107473783
75	17	92	9	3.771	2.0	6.0	2.3866348448687353	1.2549778509627356	0.000999000999000999	1734	1808	13	0.6923076923076923	1734,1741,1749,1773,1775,1793,1803,1805,1808	Q69YN4	VIRMA	0.035464535464535464	1.3571094274406112
50	11	111	5	2.098	1.0	3.0	2.3832221163012393	1.2529134169721818	0.000999000999000999	1854	1899	5	1.0	1854,1859,1862,1871,1899	Q93074	MED12	0.035464535464535464	1.575922513609639
30	5	17	5	2.104	1.0	3.0	2.376425855513308	1.248793390257147	0.000999000999000999	390	419	6	0.8333333333333334	390,398,409,415,419	Q15427	SF3B4	0.035464535464535464	1.248793390257147
75	10	29	10	4.211	3.0	6.0	2.3747328425552126	1.2477652193803555	0.000999000999000999	7	80	10	1.0	7,13,15,17,21,40,42,60,63,80	Q9H074	PAIP1	0.035464535464535464	1.2477652193803555
15	8	34	5	2.106	1.0	3.0	2.3741690408357075	1.2474226585237325	0.000999000999000999	379	394	5	1.0	379,381,383,389,394	A0AV96	RBM47	0.035464535464535464	1.264849220579343
100	18	146	8	3.371	2.0	5.0	2.373183031741323	1.2468233726778768	0.000999000999000999	5	92	13	0.6153846153846154	5,7,40,42,63,68,74,92	Q12830	BPTF	0.035464535464535464	1.2468233726778768
100	7	123	5	2.109	1.0	3.0	2.370791844476055	1.245368999755758	0.000999000999000999	1700	1781	9	0.5555555555555556	1700,1706,1710,1770,1781	Q9HCD6	TANC2	0.035464535464535464	1.3219280948873624
50	7	80	7	2.96	2.0	5.0	2.364864864864865	1.241757746203379	0.000999000999000999	835	878	12	0.5833333333333334	835,855,857,862,864,870,878	Q5T8P6	RBM26	0.035464535464535464	1.3197656737367418
30	11	53	6	2.539	2.0	4.0	2.3631350925561243	1.2407021057357375	0.000999000999000999	705	729	6	1.0	705,707,710,723,726,729	Q96QC0	PPP1R10	0.035464535464535464	1.478748204630188
20	7	61	4	1.694	1.0	3.0	2.3612750885478158	1.2395661253298884	0.000999000999000999	849	862	4	1.0	849,850,857,862	P50570	DNM3	0.035464535464535464	1.348316819367891
50	6	43	6	2.541	2.0	4.0	2.3612750885478158	1.2395661253298884	0.000999000999000999	414	445	10	0.6	414,418,431,435,442,445	Q9HCE5	METTL14	0.035464535464535464	1.2395661253298884
20	5	33	4	1.695	1.0	3.0	2.359882005899705	1.238714726638381	0.000999000999000999	9	26	4	1.0	9,18,25,26	Q9C073	FAM117A	0.035464535464535464	1.238714726638381
30	12	62	8	3.392	2.0	5.0	2.358490566037736	1.237863830098888	0.000999000999000999	107	135	8	1.0	107,110,121,128,130,131,133,135	Q9Y3X0	CCDC9	0.035464535464535464	1.2681216511915685
100	7	65	6	2.549	2.0	4.0	2.3538642604943116	1.2350311273610415	0.000999000999000999	11	90	10	0.6	11,34,47,50,52,90	Q9H2U1	DHX36	0.035464535464535464	1.2757863132426417
100	4	84	4	1.7	1.0	3.0	2.3529411764705883	1.234465253637023	0.000999000999000999	950	1006	7	0.5714285714285714	950,972,977,1006	Q9NRJ4	TULP4	0.035464535464535464	1.3723931618703502
50	6	29	6	2.559	2.0	4.0	2.3446658851113713	1.2293823533437966	0.000999000999000999	16	52	8	0.75	16,18,21,23,37,52	Q8NFW8	CMAS	0.035464535464535464	1.2714263974406352
75	9	51	6	2.562	2.0	4.0	2.34192037470726	1.2276920250415966	0.000999000999000999	535	604	7	0.8571428571428571	535,555,577,591,598,604	Q9UPN9	TRIM33	0.035464535464535464	1.270804626521694
75	6	29	6	2.565	2.0	4.0	2.3391812865497075	1.2260036748888268	0.000999000999000999	213	281	6	1.0	213,215,233,256,260,281	Q86UW9	DTX2	0.035464535464535464	1.2260036748888268
30	11	102	6	2.567	1.0	4.0	2.337358784573432	1.224879204807825	0.000999000999000999	26	54	6	1.0	26,33,41,47,49,54	Q14966	ZNF638	0.035464535464535464	1.224879204807825
75	8	47	7	3.003	2.0	5.0	2.331002331002331	1.2209504471625414	0.000999000999000999	670	709	9	0.7777777777777778	670,672,683,693,695,707,709	Q9NYL2	MAP3K20	0.035464535464535464	1.4355173047271834
100	19	172	8	3.434	2.0	5.0	2.3296447291788	1.2201099606599528	0.000999000999000999	1552	1650	9	0.8888888888888888	1552,1561,1576,1589,1628,1633,1638,1650	O75376	NCOR1	0.035464535464535464	1.2201099606599528
15	12	62	6	2.578	2.0	4.0	2.327385570209465	1.2187102370215925	0.000999000999000999	121	135	6	1.0	121,128,130,131,133,135	Q9Y3X0	CCDC9	0.035464535464535464	1.2681216511915685
30	5	30	5	2.152	1.0	4.0	2.323420074349442	1.2162500169928252	0.000999000999000999	149	177	6	0.8333333333333334	149,166,169,173,177	Q5T6F2	UBAP2	0.035464535464535464	1.2162500169928252
75	18	146	7	3.024	2.0	5.0	2.314814814814815	1.2108967824986185	0.000999000999000999	5	74	11	0.6363636363636364	5,7,40,42,63,68,74	Q12830	BPTF	0.035464535464535464	1.2468233726778768
20	11	111	4	1.728	1.0	3.0	2.314814814814815	1.2108967824986185	0.000999000999000999	1854	1871	4	1.0	1854,1859,1862,1871	Q93074	MED12	0.035464535464535464	1.575922513609639
100	13	52	12	5.193	4.0	8.0	2.3108030040439056	1.2083942752954486	0.000999000999000999	570	616	12	1.0	570,572,574,576,577,580,587,592,594,604,606,616	P49959	MRE11A	0.035464535464535464	1.6408537016132012
100	7	61	7	3.038	2.0	5.0	2.3041474654377883	1.204233052217608	0.000999000999000999	431	525	8	0.875	431,466,481,484,498,510,525	Q8TDC3	BRSK1	0.035464535464535464	1.204233052217608
100	9	119	8	3.477	2.0	5.0	2.300834052343975	1.2021569329344592	0.000999000999000999	107	157	11	0.7272727272727273	107,118,120,128,130,149,153,157	Q6Y7W6	GIGYF2	0.035464535464535464	1.5681096517138196
50	8	280	5	2.174	1.0	3.0	2.2999080036798527	1.2015761545221402	0.000999000999000999	564	614	9	0.5555555555555556	564,566,607,611,614	Q5T200	ZC3H13	0.035464535464535464	1.3874115933012825
75	6	48	5	2.174	1.0	3.0	2.2999080036798527	1.2015761545221402	0.000999000999000999	9	61	8	0.625	9,17,30,54,61	Q8WUM0	NUP133	0.035464535464535464	1.2015761545221402
30	20	250	5	2.175	1.0	3.0	2.298850574712644	1.2009126939259966	0.000999000999000999	2211	2240	5	1.0	2211,2226,2228,2235,2240	Q8NEZ4	MLL3	0.035464535464535464	1.4535376418329085
50	6	33	5	2.176	1.0	3.0	2.297794117647059	1.20024953829911	0.000999000999000999	608	652	5	1.0	608,610,612,617,652	Q96SI9	STRBP	0.035464535464535464	1.4064071941354037
75	6	42	6	2.618	2.0	4.0	2.291825821237586	1.1964974034380025	0.000999000999000999	302	370	7	0.8571428571428571	302,328,335,338,354,370	P48382	RFX5	0.035464535464535464	1.1964974034380025
20	7	80	5	2.201	1.0	4.0	2.271694684234439	1.1837689496578923	0.000999000999000999	855	870	5	1.0	855,857,862,864,870	Q5T8P6	RBM26	0.035464535464535464	1.3197656737367418
75	7	26	7	3.086	2.0	5.0	2.268308489954634	1.1816168601489563	0.000999000999000999	103	168	8	0.875	103,117,137,156,158,165,168	Q9NR12	PDLIM7	0.035464535464535464	1.1816168601489563
100	15	127	11	4.852	3.0	7.0	2.2671063478977738	1.180852068178874	0.000999000999000999	732	788	15	0.7333333333333333	732,733,740,741,749,756,757,765,772,773,788	Q8IXT5	RBM12B	0.035464535464535464	1.4771407448083023
75	7	61	6	2.665	2.0	4.0	2.25140712945591	1.170826967736705	0.000999000999000999	466	525	6	1.0	466,481,484,498,510,525	Q8TDC3	BRSK1	0.035464535464535464	1.204233052217608
50	7	30	7	3.114	2.0	5.0	2.24791265253693	1.1685859776406542	0.000999000999000999	7	43	7	1.0	7,29,35,37,38,41,43	Q96LA8	PRMT6	0.035464535464535464	1.450741560960523
50	8	43	6	2.679	2.0	4.0	2.239641657334827	1.1632679195408644	0.000999000999000999	426	475	8	0.75	426,430,437,461,469,475	Q9H361	PABPC3	0.035464535464535464	1.1632679195408644
100	9	117	7	3.126	2.0	5.0	2.239283429302623	1.1630371437200266	0.000999000999000999	166	260	20	0.35	166,176,178,188,238,258,260	P78332	RBM6	0.035464535464535464	1.1630371437200266
50	10	29	8	3.58	2.0	5.0	2.2346368715083798	1.1600404125104682	0.000999000999000999	13	63	8	1.0	13,15,17,21,40,42,60,63	Q9H074	PAIP1	0.035464535464535464	1.2477652193803555
75	22	164	9	4.038	3.0	6.0	2.2288261515601784	1.1562840907729262	0.000999000999000999	1065	1113	11	0.8181818181818182	1065,1067,1069,1077,1079,1097,1108,1110,1113	Q5JSZ5	PRRC2B	0.035464535464535464	1.3795699877314713
75	5	35	5	2.249	1.0	3.0	2.223210315695865	1.1526444337716326	0.000999000999000999	570	634	8	0.625	570,571,602,615,634	Q5PRF9	SAMD4B	0.035464535464535464	1.1526444337716326
30	5	16	5	2.25	1.0	3.0	2.2222222222222223	1.15200309344505	0.000999000999000999	204	231	5	1.0	204,205,214,219,231	Q92530	PSMF1	0.035464535464535464	1.15200309344505
100	7	61	6	2.713	2.0	4.0	2.2115739034279396	1.145073453101377	0.000999000999000999	780	862	9	0.6666666666666666	780,785,849,850,857,862	P50570	DNM3	0.035464535464535464	1.348316819367891
50	6	42	5	2.264	1.0	3.0	2.208480565371025	1.143054136717567	0.000999000999000999	328	370	5	1.0	328,335,338,354,370	P48382	RFX5	0.035464535464535464	1.1964974034380025
30	8	47	5	2.268	1.0	4.0	2.2045855379188715	1.1405074546072207	0.000999000999000999	670	695	7	0.7142857142857143	670,672,683,693,695	Q9NYL2	MAP3K20	0.035464535464535464	1.4355173047271834
75	21	72	11	4.992	4.0	7.0	2.203525641025641	1.1398136844371358	0.000999000999000999	864	936	11	1.0	864,870,880,883,895,921,922,925,928,933,936	Q9H0D6	XRN2	0.035464535464535464	1.2936115374633437
30	6	34	5	2.271	1.0	3.0	2.2016732716864817	1.1386003888425615	0.000999000999000999	479	508	5	1.0	479,481,498,504,508	Q9Y3I1	FBXO7	0.035464535464535464	1.1386003888425615
20	10	56	7	3.198	2.0	5.0	2.188868042526579	1.1301849832393591	0.000999000999000999	73	93	9	0.7777777777777778	73,75,80,82,88,92,93	Q13243	SRSF5	0.035464535464535464	1.1301849832393591
75	8	59	6	2.753	2.0	4.0	2.179440610243371	1.1239578907876822	0.000999000999000999	144	210	6	1.0	144,147,150,178,179,210	Q9Y2L1	DIS3	0.035464535464535464	1.1239578907876822
30	6	29	5	2.309	1.0	4.0	2.1654395842355996	1.114659921775334	0.000999000999000999	16	37	7	0.7142857142857143	16,18,21,23,37	Q8NFW8	CMAS	0.035464535464535464	1.2714263974406352
50	19	74	8	3.696	3.0	5.024999999999977	2.1645021645021645	1.1140352432460294	0.000999000999000999	1207	1253	8	1.0	1207,1219,1223,1227,1235,1242,1249,1253	Q08211	DHX9	0.035464535464535464	1.43170591706319
100	6	39	5	2.313	2.0	4.0	2.1616947686986596	1.1121628289132588	0.000999000999000999	286	385	6	0.8333333333333334	286,296,306,348,385	Q9H2P0	ADNP	0.035464535464535464	1.1161185577465185
10	12	62	5	2.314	2.0	3.0	2.16076058772688	1.1115392304419596	0.000999000999000999	128	135	5	1.0	128,130,131,133,135	Q9Y3X0	CCDC9	0.035464535464535464	1.2681216511915685
75	12	83	7	3.242	2.0	5.0	2.1591610117211597	1.1104708312021496	0.000999000999000999	271	346	10	0.7	271,274,285,334,340,344,346	Q6PKG0	LARP1	0.035464535464535464	1.326055980510039
75	19	74	9	4.179	3.0	6.0	2.1536252692031583	1.1067672427819901	0.000999000999000999	1154	1227	9	1.0	1154,1160,1166,1174,1175,1207,1219,1223,1227	Q08211	DHX9	0.035464535464535464	1.43170591706319
50	6	77	5	2.328	1.0	4.0	2.147766323024055	1.1028370366411655	0.000999000999000999	43	63	5	1.0	43,54,56,62,63	Q9H307	PNN	0.035464535464535464	1.4579896444633909
75	8	69	6	2.794	2.0	4.0	2.1474588403722263	1.1026304799737803	0.000999000999000999	13	48	6	1.0	13,20,28,30,41,48	O14776	TCERG1	0.035464535464535464	1.3046000107473783
50	6	23	6	2.795	2.0	4.0	2.146690518783542	1.1021142176526906	0.000999000999000999	5	24	6	1.0	5,7,9,12,16,24	Q12905	ILF2	0.035464535464535464	1.4586503703924523
50	6	29	5	2.338	2.0	3.0	2.13857998289136	1.0966531650177929	0.000999000999000999	213	260	5	1.0	213,215,233,256,260	Q86UW9	DTX2	0.035464535464535464	1.2260036748888268
50	17	64	7	3.274	2.0	5.0	2.1380574221136226	1.0963006002455378	0.000999000999000999	1162	1203	7	1.0	1162,1169,1173,1177,1190,1196,1203	Q15596	NCOA2	0.035464535464535464	1.4537022860602926
30	8	32	5	2.344	2.0	3.0	2.1331058020477816	1.0929555251272014	0.000999000999000999	18	47	5	1.0	18,23,32,40,47	P05787	KRT8	0.035464535464535464	1.0929555251272014
75	6	105	4	1.879	1.0	3.0	2.12879191059074	1.0900349332420316	0.000999000999000999	1120	1175	7	0.5714285714285714	1120,1162,1165,1175	A7E2V4	KIAA0913	0.035464535464535464	1.2458251158015707
30	8	37	5	2.356	2.0	4.0	2.1222410865874366	1.0855885557189888	0.000999000999000999	124	144	5	1.0	124,127,138,139,144	Q9Y285	FARSA	0.035464535464535464	1.2688167584277998
75	19	141	7	3.303	2.0	5.0	2.119285498032092	1.083577952434166	0.000999000999000999	2327	2359	8	0.875	2327,2333,2337,2343,2345,2354,2359	P12270	TPR	0.035464535464535464	1.2817871331562567
100	6	29	6	2.848	2.0	4.0	2.106741573033708	1.0750133544168456	0.000999000999000999	213	281	6	1.0	213,215,233,256,260,281	Q86UW9	DTX2	0.035464535464535464	1.2260036748888268
75	17	64	8	3.816	3.0	6.0	2.0964360587002098	1.0679388286565756	0.000999000999000999	1162	1221	8	1.0	1162,1169,1173,1177,1190,1196,1203,1221	Q15596	NCOA2	0.035464535464535464	1.4537022860602926
75	6	29	6	2.886	2.0	4.0	2.079002079002079	1.0558912008920451	0.000999000999000999	16	52	8	0.75	16,18,21,23,37,52	Q8NFW8	CMAS	0.035464535464535464	1.2714263974406352
20	16	49	6	2.889	2.0	4.0	2.0768431983385254	1.0543922968186277	0.000999000999000999	355	373	6	1.0	355,357,361,365,370,373	Q8WWM7	ATXN2L	0.035464535464535464	1.0543922968186277
15	5	16	4	1.931	1.0	3.0	2.0714655618850335	1.0506518357114367	0.000999000999000999	204	219	4	1.0	204,205,214,219	Q92530	PSMF1	0.035464535464535464	1.15200309344505
100	10	29	10	4.831	3.9750000000000014	7.0	2.06996481059822	1.0496062421173724	0.000999000999000999	7	80	10	1.0	7,13,15,17,21,40,42,60,63,80	Q9H074	PAIP1	0.035464535464535464	1.2477652193803555
100	15	113	8	3.885	3.0	6.0	2.0592020592020592	1.0420854013670147	0.000999000999000999	730	824	17	0.47058823529411764	730,747,754,785,787,795,808,824	Q9C0C7	AMBRA1	0.035464535464535464	1.0420854013670147
100	11	71	7	3.408	2.0	5.0	2.0539906103286385	1.0384295864938529	0.000999000999000999	26	121	12	0.5833333333333334	26,74,84,91,95,114,121	P55265	ADAR	0.035464535464535464	1.168663195241277
100	6	42	6	2.924	2.0	4.0	2.051983584131327	1.037019189430806	0.000999000999000999	302	370	7	0.8571428571428571	302,328,335,338,354,370	P48382	RFX5	0.035464535464535464	1.1964974034380025
100	8	34	8	3.9	3.0	6.0	2.0512820512820515	1.0365258760251141	0.000999000999000999	332	410	9	0.8888888888888888	332,379,381,383,389,394,405,410	A0AV96	RBM47	0.035464535464535464	1.264849220579343
75	21	60	15	7.316	5.0	10.0	2.0503007107709132	1.0358355205218892	0.000999000999000999	665	738	16	0.9375	665,666,671,684,688,693,695,700,704,712,716,720,733,735,738	Q1KMD3	HNRNPUL2	0.035464535464535464	1.0358355205218892
100	20	66	13	6.351	5.0	8.0	2.0469217446071486	1.0334559480744339	0.000999000999000999	592	690	16	0.8125	592,612,618,620,628,632,639,645,656,661,671,685,690	Q9BUJ2	HNRNPUL1	0.035464535464535464	1.0334559480744339
100	25	159	18	8.794	6.0	12.0	2.0468501250852853	1.0334054688917522	0.000999000999000999	922	1022	19	0.9473684210526315	922,929,936,943,950,957,964,968,971,975,978,982,985,989,997,1007,1015,1022	P18583	SON	0.035464535464535464	1.0334054688917522
75	8	34	7	3.423	2.0	5.0	2.044989775051125	1.0320936297098533	0.000999000999000999	332	405	8	0.875	332,379,381,383,389,394,405	A0AV96	RBM47	0.035464535464535464	1.264849220579343
30	16	49	7	3.428	2.0	5.0	2.042007001166861	1.0299878126071913	0.000999000999000999	355	382	7	1.0	355,357,361,365,370,373,382	Q8WWM7	ATXN2L	0.035464535464535464	1.0543922968186277
75	16	49	11	5.411	3.0	8.0	2.032895952688967	1.023536377316933	0.000999000999000999	355	428	12	0.9166666666666666	355,357,361,365,370,373,382,399,414,417,428	Q8WWM7	ATXN2L	0.035464535464535464	1.0543922968186277
