window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
50	3	38	3	1.303	1.0	2.0	2.3023791250959325	1.2031254168151087	0.007992007992007992	1050	1098	5	0.6	1050,1087,1098	Q6VMQ6	ATF7IP	0.10155392705728275	1.2031254168151087
30	4	43	3	1.324	1.0	2.0	2.2658610271903323	1.1800593785760256	0.007992007992007992	523	549	3	1.0	523,528,549	P16615	ATP2A2	0.10155392705728275	1.1800593785760256
50	3	52	3	1.358	1.0	2.0	2.2091310751104563	1.1434790211385113	0.007992007992007992	257	306	6	0.5	257,283,306	Q14684	RRP1B	0.10155392705728275	1.1434790211385113
15	5	23	4	1.957	1.0	3.0	2.0439448134900355	1.031356244035283	0.007992007992007992	223	235	4	1.0	223,229,234,235	P62424	RPL7A	0.10155392705728275	1.031356244035283
50	7	50	5	2.463	2.0	4.0	2.0300446609825418	1.0215114670504886	0.007992007992007992	627	659	5	1.0	627,632,633,649,659	O14641	DVL2	0.10155392705728275	1.0215114670504886
50	6	31	6	3.404	2.0	5.0	1.7626321974148063	0.8177314636972807	0.007992007992007992	71	116	8	0.75	71,74,82,101,102,116	P26373	RPL13	0.10155392705728275	0.8177314636972807
50	16	35	7	4.378	3.0	6.0	1.5989036089538602	0.6770829675387451	0.007992007992007992	299	343	7	1.0	299,309,327,337,339,341,343	Q96I24	FUBP3	0.10155392705728275	0.6785336414074701
100	9	28	8	5.184	4.0	7.0	1.5432098765432098	0.6259342817774622	0.007992007992007992	308	408	11	0.7272727272727273	308,335,356,384,390,396,402,408	Q52LJ0	FAM98B	0.10155392705728275	0.7336032269754463
30	3	97	3	1.245	1.0	2.0	2.4096385542168672	1.2688167584277998	0.008991008991008992	310	332	6	0.5	310,326,332	Q3KQU3	MAP7D1	0.10854183011462502	1.2688167584277998
15	5	59	3	1.267	1.0	2.0	2.3677979479084454	1.243545976242434	0.008991008991008992	1117	1128	3	1.0	1117,1121,1128	Q9NTJ3	SMC4	0.10854183011462502	1.243545976242434
30	3	93	3	1.271	1.0	2.0	2.3603461841070024	1.2389984703782844	0.008991008991008992	220	247	4	0.75	220,236,247	Q9Y252	RNF6	0.10854183011462502	1.2389984703782844
50	3	64	3	1.313	1.0	2.0	2.2848438690022848	1.1920955844903562	0.008991008991008992	1060	1101	7	0.42857142857142855	1060,1066,1101	Q8N1G0	ZNF687	0.10854183011462502	1.1920955844903562
15	3	32	3	1.335	1.0	2.0	2.247191011235955	1.168122758808327	0.008991008991008992	32	45	3	1.0	32,44,45	P11487	FGF3	0.10854183011462502	1.168122758808327
50	3	46	3	1.339	1.0	2.0	2.2404779686333085	1.1638065400589328	0.008991008991008992	242	278	5	0.6	242,271,278	Q9H165	BCL11A	0.10854183011462502	1.1638065400589328
20	5	67	3	1.362	1.0	2.0	2.202643171806167	1.139235797371172	0.008991008991008992	18	35	3	1.0	18,30,35	Q08379	GOLGA2	0.10854183011462502	1.139235797371172
30	12	99	5	2.44	2.0	4.0	2.0491803278688523	1.0350469470992008	0.008991008991008992	1092	1114	5	1.0	1092,1097,1103,1108,1114	Q8WXX7	AUTS2	0.10854183011462502	1.0350469470992008
20	4	18	4	1.977	1.0	3.0	2.0232675771370765	1.0166871289328792	0.008991008991008992	5	21	4	1.0	5,9,19,21	Q96A00	PPP1R14A	0.10854183011462502	1.0166871289328792
100	5	73	4	2.067	1.0	3.0	1.9351717464925011	0.9524616112366394	0.008991008991008992	6	97	9	0.4444444444444444	6,20,93,97	Q8IUD2	ERC1	0.10854183011462502	0.9524616112366394
50	7	36	5	2.623	2.0	4.0	1.9062142584826534	0.9307102872844651	0.008991008991008992	16	59	6	0.8333333333333334	16,24,40,42,59	P02538	KRT6A	0.10854183011462502	0.9307102872844651
75	9	70	5	2.754	2.0	4.0	1.8155410312273057	0.8603995354144852	0.008991008991008992	177	231	5	1.0	177,180,193,227,231	Q6PJG2	C14orf43	0.10854183011462502	0.8603995354144852
100	9	44	7	3.863	3.0	6.0	1.812063163344551	0.85763324448776	0.008991008991008992	404	495	14	0.5	404,419,427,444,463,493,495	Q92615	LARP4B	0.10854183011462502	0.85763324448776
75	8	29	6	3.455	2.0	5.0	1.7366136034732271	0.7962767901076223	0.008991008991008992	308	363	7	0.8571428571428571	308,321,331,359,361,363	Q96AE4	FUBP1	0.10854183011462502	1.1350050170931527
75	13	42	7	4.594	3.0	6.0	1.52372659991293	0.6076040653417674	0.008991008991008992	211	279	7	1.0	211,226,236,249,258,274,279	O43516	WIPF1	0.10854183011462502	0.6076040653417674
15	4	35	4	1.704	1.0	3.0	2.347417840375587	1.231074664436249	0.00999000999000999	389	403	4	1.0	389,393,399,403	P35368	ADRA1B	0.11639642408873178	1.231074664436249
20	3	18	3	1.292	1.0	2.0	2.3219814241486065	1.215356430689318	0.00999000999000999	53	72	3	1.0	53,61,72	P55345	PRMT2	0.11639642408873178	1.215356430689318
5	3	20	3	1.302	1.0	2.0	2.304147465437788	1.2042330522176077	0.00999000999000999	26	31	3	1.0	26,29,31	Q9UH92	MLX	0.11639642408873178	1.2042330522176077
5	5	18	3	1.402	1.0	2.0	2.1398002853067046	1.0974761513726201	0.00999000999000999	64	67	3	1.0	64,65,67	P23396	RPS3	0.11639642408873178	1.0974761513726201
10	12	105	3	1.433	1.0	2.0	2.09351011863224	1.0659238911210973	0.00999000999000999	889	898	3	1.0	889,891,898	Q9Y490	TLN1	0.11639642408873178	1.0659238911210973
10	13	211	3	1.455	1.0	2.0	2.0618556701030926	1.0439433475875968	0.00999000999000999	2826	2834	3	1.0	2826,2830,2834	P15924	DSP	0.11639642408873178	1.0439433475875968
50	5	61	4	1.968	1.0	3.0	2.032520325203252	1.0232697793228474	0.00999000999000999	1050	1089	6	0.6666666666666666	1050,1061,1068,1089	Q01804	OTUD4	0.11639642408873178	1.0232697793228474
30	13	149	4	2.029	1.0	3.0	1.971414489896501	0.9792311349054282	0.00999000999000999	1401	1427	5	0.8	1401,1414,1418,1427	Q6P2Q9	PRPF8	0.11639642408873178	0.9792311349054282
100	4	78	4	2.054	1.0	3.0	1.9474196689386565	0.9615638183438922	0.00999000999000999	553	642	16	0.25	553,611,638,642	Q7Z736	PLEKHH3	0.11639642408873178	0.9615638183438922
100	24	183	11	5.923	3.0	10.0	1.857166976194496	0.8931035325043857	0.00999000999000999	1882	1982	12	0.9166666666666666	1882,1893,1894,1904,1927,1938,1949,1960,1971,1977,1982	Q9BTC0	DIDO1	0.11639642408873178	0.8931035325043857
100	8	18	8	5.42	4.0	7.0	1.4760147601476015	0.5617071484208531	0.00999000999000999	61	160	11	0.7272727272727273	61,64,99,130,135,142,151,160	P07910	HNRNPC	0.11639642408873178	0.6121963354666712
100	8	22	8	5.42	4.0	7.0	1.4760147601476015	0.5617071484208531	0.00999000999000999	143	229	9	0.8888888888888888	143,152,190,198,201,211,215,229	Q9Y580	RBM7	0.11639642408873178	0.6201572725083175
75	14	25	11	7.789	5.0	10.0	1.412248042110669	0.4979935005747408	0.00999000999000999	187	245	12	0.9166666666666666	187,193,195,204,206,220,226,232,237,239,245	O75525	KHDRBS3	0.11639642408873178	0.5159478228059757
10	3	32	3	1.247	1.0	2.0	2.4057738572574174	1.2665010355535729	0.01098901098901099	251	258	3	1.0	251,254,258	Q9C086	INO80B	0.12238741650506357	1.2665010355535729
10	5	52	3	1.301	1.0	2.0	2.3059185242121445	1.2053415386654478	0.01098901098901099	35	42	3	1.0	35,37,42	Q15569	TESK1	0.12238741650506357	1.2053415386654478
75	3	67	3	1.311	1.0	2.0	2.288329519450801	1.1942948151614887	0.01098901098901099	183	238	4	0.75	183,213,238	Q7Z3K3	POGZ	0.12238741650506357	1.1942948151614887
10	3	9	3	1.345	1.0	2.0	2.2304832713754648	1.1573563279392567	0.01098901098901099	14	24	3	1.0	14,19,24	Q9UI30	TRMT112	0.12238741650506357	1.1573563279392567
30	3	37	3	1.352	1.0	2.0	2.2189349112426036	1.149867349101059	0.01098901098901099	4	31	5	0.6	4,11,31	P42679	MATK	0.12238741650506357	1.149867349101059
30	3	13	3	1.377	1.0	2.0	2.178649237472767	1.123433941248279	0.01098901098901099	105	131	3	1.0	105,130,131	Q9BRQ0	PYGO2	0.12238741650506357	1.123433941248279
20	5	47	3	1.405	1.0	2.0	2.1352313167259784	1.0943923702749547	0.01098901098901099	376	394	3	1.0	376,388,394	P56192	MARS	0.12238741650506357	1.0943923702749547
30	6	56	4	1.953	1.0	3.0	2.048131080389145	1.0343080507752953	0.01098901098901099	703	725	4	1.0	703,717,718,725	Q96KR1	ZFR	0.12238741650506357	1.088244512785979
50	4	40	4	1.987	1.0	3.0	2.0130850528434827	1.009408127412417	0.01098901098901099	35	84	4	1.0	35,37,77,84	Q9H0U9	TSPYL1	0.12238741650506357	1.009408127412417
75	4	57	4	2.009	1.0	3.0	1.9910403185664511	0.9935224359287953	0.01098901098901099	200	251	7	0.5714285714285714	200,206,242,251	A8CG34	POM121C	0.12238741650506357	0.9935224359287953
5	5	354	2	1.01	1.0	1.0	1.9801980198019802	0.98564470702293	0.01098901098901099	8389	8391	2	1.0	8389,8391	P20929	NEB	0.12238741650506357	0.98564470702293
5	3	92	2	1.01	1.0	1.0	1.9801980198019802	0.98564470702293	0.01098901098901099	1786	1787	2	1.0	1786,1787	Q04721	NOTCH2	0.12238741650506357	0.98564470702293
50	5	36	4	2.063	1.0	3.0	1.9389238972370333	0.9552561787756022	0.01098901098901099	16	59	6	0.6666666666666666	16,24,42,59	P04259	KRT6B	0.12238741650506357	0.9552561787756022
75	5	60	4	2.074	1.0	3.0	1.9286403085824495	0.9475841058488614	0.01098901098901099	251	324	10	0.4	251,280,323,324	P33992	MCM5	0.12238741650506357	0.9475841058488614
15	9	27	4	2.099	1.0	3.0	1.9056693663649356	0.9302978333699327	0.01098901098901099	524	539	4	1.0	524,535,537,539	Q99832	CCT7	0.12238741650506357	0.9302978333699327
20	40	178	6	3.629	3.0	5.0	1.6533480297602645	0.725390443903909	0.01098901098901099	1342	1358	6	1.0	1342,1344,1349,1350,1353,1358	Q9Y520	PRRC2C	0.12238741650506357	0.725390443903909
100	15	57	8	4.989	4.0	7.0	1.6035277610743637	0.6812493306536619	0.01098901098901099	217	316	8	1.0	217,223,231,263,276,284,304,316	Q86TB9	PATL1	0.12238741650506357	0.6812493306536619
75	35	45	16	12.871	11.0	15.0	1.243104653873048	0.3139477583920156	0.01098901098901099	563	636	16	1.0	563,565,572,575,581,589,592,596,600,603,607,614,615,632,633,636	Q01844	EWSR1	0.12238741650506357	0.31757652300053785
5	4	22	3	1.343	1.0	2.0	2.2338049143708116	1.1595031959558009	0.011988011988011988	84	89	3	1.0	84,86,89	Q9BXH1	BBC3	0.1288399396251809	1.1595031959558009
50	3	55	3	1.363	1.0	2.0	2.201027146001467	1.1381769385780336	0.011988011988011988	831	876	5	0.6	831,867,876	Q8WUA4	GTF3C2	0.1288399396251809	1.1381769385780336
15	6	73	3	1.4	1.0	2.0	2.142857142857143	1.0995356735509143	0.011988011988011988	851	862	3	1.0	851,855,862	Q8WXE0	CASKIN2	0.1288399396251809	1.0995356735509143
5	3	169	2	1.011	1.0	1.0	1.9782393669634029	0.9842170027590726	0.011988011988011988	1353	1354	2	1.0	1353,1354	Q12789	GTF3C1	0.1288399396251809	0.9842170027590726
50	4	52	4	2.088	1.0	3.0	1.9157088122605364	0.9378782880922025	0.011988011988011988	251	296	11	0.36363636363636365	251,287,291,296	Q9UBC1	NFKBIL1	0.1288399396251809	1.168122758808327
50	4	35	4	2.112	1.0	3.0	1.8939393939393938	0.9213901653036335	0.011988011988011988	108	141	7	0.5714285714285714	108,120,123,141	Q9Y3T6	R3HCC1	0.1288399396251809	1.0479149813164987
75	13	44	6	3.481	2.0	5.0	1.7236426314277506	0.7854606866595607	0.011988011988011988	698	767	8	0.75	698,716,726,727,739,767	P13639	EEF2	0.1288399396251809	0.7854606866595607
30	3	29	3	1.332	1.0	2.0	2.2522522522522523	1.1713684183119812	0.012987012987012988	310	332	4	0.75	310,320,332	Q9BTV5	FSD1	0.13399860811304953	1.1713684183119812
50	3	71	3	1.336	1.0	2.0	2.245508982035928	1.167042492909191	0.012987012987012988	17	54	6	0.5	17,45,54	Q9BVG8	KIFC3	0.13399860811304953	1.167042492909191
10	4	71	3	1.37	1.0	2.0	2.18978102189781	1.130786607535354	0.012987012987012988	282	288	3	1.0	282,286,288	Q9Y383	LUC7L2	0.13399860811304953	1.130786607535354
20	6	122	3	1.427	1.0	2.0	2.102312543798178	1.0719771659074797	0.012987012987012988	1768	1787	3	1.0	1768,1776,1787	Q9UIF9	BAZ2A	0.13399860811304953	1.0719771659074797
5	3	181	2	1.012	1.0	1.0	1.976284584980237	0.9827907099677768	0.012987012987012988	48	50	2	1.0	48,50	Q96Q15	SMG1	0.13399860811304953	0.9827907099677768
30	10	241	3	1.528	1.0	2.0	1.963350785340314	0.9733179573474945	0.012987012987012988	3138	3163	4	0.75	3138,3149,3163	Q7Z6Z7	HUWE1	0.13399860811304953	0.9733179573474945
30	4	21	4	2.067	1.0	3.0	1.9351717464925011	0.9524616112366394	0.012987012987012988	126	156	7	0.5714285714285714	126,131,141,156	Q9UKM9	RALY	0.13399860811304953	0.9524616112366394
75	4	37	4	2.158	1.0	3.0	1.8535681186283597	0.8903051351740702	0.012987012987012988	293	349	7	0.5714285714285714	293,310,348,349	Q02818	NUCB1	0.13399860811304953	0.8903051351740702
50	4	15	4	2.239	2.0	3.0	1.7865118356409113	0.8371454718094897	0.012987012987012988	198	239	6	0.6666666666666666	198,201,232,239	P20618	PSMB1	0.13399860811304953	0.8371454718094897
50	15	87	4	2.376	2.0	3.0	1.6835016835016836	0.7514651638613213	0.012987012987012988	727	774	4	1.0	727,750,755,774	O14497	ARID1A	0.13399860811304953	0.7514651638613213
75	6	51	6	3.661	2.0	5.0	1.6388964763725757	0.7127247270786977	0.012987012987012988	15	90	12	0.5	15,22,51,62,73,90	O75494	FUSIP1	0.13399860811304953	0.7127247270786977
75	9	16	7	4.814	4.0	6.0	1.4540922309929372	0.5401187802451942	0.012987012987012988	139	204	8	0.875	139,189,192,195,198,200,204	Q13151	HNRNPA0	0.13399860811304953	0.802553935793783
100	22	34	10	7.76	7.0	9.0	1.288659793814433	0.36587144247495945	0.012987012987012988	21	120	10	1.0	21,25,43,64,85,89,111,116,117,120	Q15654	TRIP6	0.13399860811304953	0.410556082191407
15	4	74	3	1.335	1.0	2.0	2.247191011235955	1.168122758808327	0.013986013986013986	15	28	3	1.0	15,26,28	C9JLR9	C11orf95	0.1377980215794613	1.168122758808327
10	6	72	3	1.376	1.0	2.0	2.180232558139535	1.1244820306811456	0.013986013986013986	574	584	3	1.0	574,582,584	Q9NRA8	EIF4ENIF1	0.1377980215794613	1.1244820306811456
20	3	23	3	1.395	1.0	2.0	2.150537634408602	1.1046973786666932	0.013986013986013986	47	65	3	1.0	47,49,65	O95249	GOSR1	0.1377980215794613	1.1046973786666932
50	5	36	4	2.076	1.0	3.0	1.9267822736030829	0.9461935563042062	0.013986013986013986	16	59	6	0.6666666666666666	16,24,42,59	P48668	KRT6C	0.1377980215794613	0.9461935563042062
75	5	80	4	2.086	1.0	3.0	1.9175455417066156	0.9392608421423214	0.013986013986013986	65	127	10	0.4	65,87,89,127	Q8N9B5	JMY	0.1377980215794613	0.9536253565936748
50	5	31	4	2.128	1.0	3.0	1.8796992481203008	0.9105018491608975	0.013986013986013986	328	364	4	1.0	328,338,357,364	P42768	WAS	0.1377980215794613	0.9105018491608975
30	5	8	5	3.28	3.0	4.0	1.524390243902439	0.6082322800440034	0.013986013986013986	73	100	5	1.0	73,80,87,93,100	Q99877	H2BC15	0.1377980215794613	0.6082322800440034
100	29	38	24	20.712	19.0	23.0	1.1587485515643106	0.21256753548313206	0.013986013986013986	103	203	27	0.8888888888888888	103,110,114,118,121,128,134,140,143,148,152,153,157,159,164,169,174,180,182,187,189,195,199,203	Q9Y3Y2	CHTOP	0.1377980215794613	0.21485696901187404
30	3	58	3	1.329	1.0	2.0	2.2573363431151243	1.1746213961070688	0.014985014985014986	8	32	3	1.0	8,30,32	Q8N8A6	DDX51	0.14305022708384055	1.1746213961070688
5	5	25	3	1.381	1.0	2.0	2.172338884866039	1.1192491811251923	0.014985014985014986	163	168	3	1.0	163,167,168	Q96CT7	CCDC124	0.14305022708384055	1.1192491811251923
20	5	96	3	1.416	1.0	2.0	2.1186440677966103	1.0831412353002459	0.014985014985014986	210	227	3	1.0	210,220,227	Q8NDT2	RBM15B	0.14305022708384055	1.0831412353002459
10	7	58	3	1.439	1.0	2.0	2.0847810979847115	1.0598959086429451	0.014985014985014986	565	574	3	1.0	565,573,574	Q14566	MCM6	0.14305022708384055	1.0598959086429451
15	7	122	3	1.439	1.0	2.0	2.0847810979847115	1.0598959086429451	0.014985014985014986	1062	1076	3	1.0	1062,1064,1076	Q8TER5	ARHGEF40	0.14305022708384055	1.0598959086429451
30	5	42	3	1.512	1.0	2.0	1.9841269841269842	0.9885043611621707	0.014985014985014986	304	327	3	1.0	304,316,327	P53618	COPB1	0.14305022708384055	0.9885043611621707
5	4	247	2	1.014	1.0	1.0	1.9723865877712032	0.9799423476587465	0.014985014985014986	3265	3267	2	1.0	3265,3267	O95613	PCNT	0.14305022708384055	0.9799423476587465
50	4	14	4	2.115	1.0	3.0	1.8912529550827422	0.9193423366547748	0.014985014985014986	155	202	5	0.8	155,161,165,202	Q9BWW4	SSBP3	0.14305022708384055	1.1541420042013846
75	9	157	4	2.147	1.0	3.0	1.8630647414997672	0.8976778088033139	0.014985014985014986	2072	2140	8	0.5	2072,2088,2089,2140	Q01082	SPTBN1	0.14305022708384055	0.9573556625915063
75	4	21	4	2.175	1.0	3.0	1.8390804597701151	0.8789845990386342	0.014985014985014986	20	76	4	1.0	20,21,54,76	Q15435	PPP1R7	0.14305022708384055	0.8996950942043145
50	5	14	5	3.047	2.0	4.0	1.6409583196586806	0.7145385948629637	0.014985014985014986	27	70	5	1.0	27,35,46,65,70	Q9BUT9	MCRIP2	0.14305022708384055	0.7145385948629637
30	5	8	5	3.305	3.0	4.0	1.51285930408472	0.5972778231543953	0.014985014985014986	73	100	5	1.0	73,80,87,93,100	P58876	H2BC5	0.14305022708384055	0.5972778231543953
10	3	24	3	1.319	1.0	2.0	2.2744503411675514	1.1855179361316988	0.015984015984015984	6	16	3	1.0	6,13,16	Q9P013	CWC15	0.14774485075542845	1.1855179361316988
75	3	102	3	1.324	1.0	2.0	2.2658610271903323	1.1800593785760256	0.015984015984015984	27	86	11	0.2727272727272727	27,29,86	O95382	MAP3K6	0.14774485075542845	1.1800593785760256
5	3	71	2	1.015	1.0	1.0	1.9704433497536948	0.9785202725895487	0.015984015984015984	1177	1179	2	1.0	1177,1179	Q5VYK3	ECPAS	0.14774485075542845	0.9785202725895487
100	5	77	4	2.042	1.0	3.0	1.9588638589618024	0.9700171337842857	0.015984015984015984	803	892	10	0.4	803,805,820,892	O15534	PER1	0.14774485075542845	1.1109159014018506
15	6	50	4	2.106	1.0	3.0	1.8993352326685662	0.9254945636363703	0.015984015984015984	194	206	4	1.0	194,202,204,206	Q16630	CPSF6	0.14774485075542845	1.0271848293262305
75	6	41	4	2.185	1.0	3.0	1.8306636155606406	0.8723667202741262	0.015984015984015984	803	854	7	0.5714285714285714	803,813,853,854	Q15029	EFTUD2	0.14774485075542845	0.8723667202741262
30	5	8	5	3.307	3.0	4.0	1.5119443604475356	0.5964050493583346	0.015984015984015984	73	100	5	1.0	73,80,87,93,100	P23527	H2BC17	0.14774485075542845	0.5964050493583346
10	10	113	3	1.42	1.0	2.0	2.1126760563380285	1.079071570991199	0.016983016983016984	1214	1224	3	1.0	1214,1220,1224	O15027	SEC16A	0.15239105286498653	1.079071570991199
15	8	58	3	1.431	1.0	2.0	2.0964360587002098	1.0679388286565756	0.016983016983016984	1620	1631	3	1.0	1620,1623,1631	Q9UPQ9	TNRC6B	0.15239105286498653	1.0679388286565756
100	6	37	5	2.983	2.0	4.0	1.6761649346295675	0.7451641172142368	0.016983016983016984	21	111	8	0.625	21,26,42,54,111	P07197	NEFM	0.15239105286498653	0.7587699644845546
75	5	27	5	2.983	2.0	4.0	1.6761649346295675	0.7451641172142368	0.016983016983016984	38	92	9	0.5555555555555556	38,62,77,78,92	Q92785	DPF2	0.15239105286498653	0.8796480596347779
30	5	8	5	3.287	3.0	4.0	1.52114390021296	0.6051566384691393	0.016983016983016984	73	100	5	1.0	73,80,87,93,100	P33778	H2BC3	0.15239105286498653	0.6051566384691393
30	5	8	5	3.311	3.0	4.0	1.5101177891875566	0.59466108415245	0.016983016983016984	73	100	5	1.0	73,80,87,93,100	O60814	H2BC12	0.15239105286498653	0.59466108415245
100	12	15	11	9.04	8.0	10.0	1.2168141592920354	0.2831088459968342	0.016983016983016984	28	128	11	1.0	28,37,42,57,59,68,77,92,117,126,128	Q8TAP9	MPLKIP	0.15239105286498653	0.2996871177674591
30	3	48	3	1.392	1.0	2.0	2.1551724137931036	1.1078032895345151	0.017982017982017984	426	453	6	0.5	426,428,453	Q9NQ55	PPAN	0.15581672332244415	1.1078032895345151
15	3	22	3	1.41	1.0	2.0	2.127659574468085	1.0892673380970872	0.017982017982017984	24	36	3	1.0	24,27,36	Q9H7E9	C8orf33	0.15581672332244415	1.0892673380970872
20	4	60	3	1.411	1.0	2.0	2.1261516654854713	1.088244512785979	0.017982017982017984	3	19	3	1.0	3,13,19	Q96T17	MAP7D2	0.15581672332244415	1.088244512785979
100	3	100	3	1.42	1.0	2.0	2.1126760563380285	1.079071570991199	0.017982017982017984	187	263	13	0.23076923076923078	187,191,263	Q8N1G1	REXO1	0.15581672332244415	1.079071570991199
15	4	22	3	1.463	1.0	2.0	2.0505809979494187	1.0360327312447561	0.017982017982017984	49	61	3	1.0	49,50,61	O43488	AKR7A2	0.15581672332244415	1.0360327312447561
20	4	12	3	1.51	1.0	2.0	1.9867549668874172	0.9904139511708019	0.017982017982017984	17	33	3	1.0	17,26,33	Q13155	AIMP2	0.15581672332244415	0.9904139511708019
10	3	15	3	1.51	1.0	2.0	1.9867549668874172	0.9904139511708019	0.017982017982017984	87	96	3	1.0	87,95,96	Q14093	CYLC2	0.15581672332244415	0.9904139511708019
5	3	7	3	1.515	1.0	2.0	1.9801980198019804	0.9856447070229301	0.017982017982017984	13	16	3	1.0	13,15,16	P0CL81	GAGE12G	0.15581672332244415	0.9856447070229301
5	3	77	2	1.017	1.0	1.0	1.9665683382497543	0.9756803208045871	0.017982017982017984	210	214	2	1.0	210,214	Q8TDY2	RB1CC1	0.15581672332244415	0.9756803208045871
5	3	58	2	1.017	1.0	1.0	1.9665683382497543	0.9756803208045871	0.017982017982017984	305	307	2	1.0	305,307	Q96QU8	XPO6	0.15581672332244415	0.9756803208045871
20	4	22	3	1.556	1.0	2.0	1.9280205655526992	0.9471204403970512	0.017982017982017984	12	28	3	1.0	12,16,28	Q13303	KCNAB2	0.15581672332244415	0.9471204403970512
75	5	91	4	2.111	1.0	3.0	1.8948365703458074	0.9220734213149309	0.017982017982017984	802	868	13	0.3076923076923077	802,820,844,868	Q8TDD1	DDX54	0.15581672332244415	0.9220734213149309
30	5	8	5	3.323	3.0	4.0	1.504664459825459	0.589441801857418	0.017982017982017984	73	100	5	1.0	73,80,87,93,100	Q99879	HIST1H2BM	0.15581672332244415	0.589441801857418
30	3	33	3	1.354	1.0	2.0	2.2156573116691285	1.1477347618082465	0.01898101898101898	10	33	3	1.0	10,25,33	P43681	CHRNA4	0.1613954907368081	1.1477347618082465
20	7	193	3	1.362	1.0	2.0	2.202643171806167	1.139235797371172	0.01898101898101898	977	997	7	0.42857142857142855	977,984,997	O95071	UBR5	0.1613954907368081	1.139235797371172
10	3	16	3	1.362	1.0	2.0	2.202643171806167	1.139235797371172	0.01898101898101898	193	203	4	0.75	193,199,203	Q96EI5	TCEAL4	0.1613954907368081	1.139235797371172
20	3	16	3	1.475	1.0	2.0	2.0338983050847457	1.0242475462466771	0.01898101898101898	33	50	4	0.75	33,34,50	Q9HD15	SRA1	0.1613954907368081	1.0242475462466771
5	4	173	2	1.018	1.0	1.0	1.9646365422396856	0.9742624385863917	0.01898101898101898	1637	1638	2	1.0	1637,1638	O15021	MAST4	0.1613954907368081	0.9742624385863917
5	3	138	2	1.018	1.0	1.0	1.9646365422396856	0.9742624385863917	0.01898101898101898	332	337	2	1.0	332,337	Q7Z333	SETX	0.1613954907368081	0.9742624385863917
5	3	121	2	1.018	1.0	1.0	1.9646365422396856	0.9742624385863917	0.01898101898101898	512	514	2	1.0	512,514	Q86UU1	PHLDB1	0.1613954907368081	0.9742624385863917
75	6	37	5	2.959	2.0	4.0	1.6897600540723217	0.7568183983555279	0.01898101898101898	319	381	10	0.5	319,320,364,365,381	P42167	TMPO	0.1613954907368081	0.7568183983555279
20	7	19	5	3.007	2.0	4.0	1.6627868307283005	0.7336032269754463	0.01898101898101898	30	48	7	0.7142857142857143	30,33,36,41,48	O43598	RCL	0.1613954907368081	0.7336032269754463
75	16	50	7	4.478	3.0	6.0	1.5631978561857973	0.6445003938670937	0.01898101898101898	192	258	7	1.0	192,205,216,222,245,247,258	Q13435	SF3B2	0.1613954907368081	0.6445003938670937
30	5	8	5	3.295	3.0	4.0	1.5174506828528074	0.6016496296540353	0.01898101898101898	73	100	5	1.0	73,80,87,93,100	Q5QNW6	HIST2H2BF	0.1613954907368081	0.6016496296540353
30	8	13	6	4.2	3.0	5.0	1.4285714285714286	0.5145731728297582	0.01898101898101898	88	117	6	1.0	88,90,102,109,115,117	Q9Y4Z0	LSM4	0.1613954907368081	0.5145731728297582
50	3	59	3	1.362	1.0	2.0	2.202643171806167	1.139235797371172	0.01998001998001998	21	61	6	0.5	21,59,61	P78316	NOP14	0.16555290078266008	1.139235797371172
20	5	59	3	1.388	1.0	2.0	2.161383285302594	1.1119549328049825	0.01998001998001998	105	123	3	1.0	105,117,123	Q63ZY3	KANK2	0.16555290078266008	1.1119549328049825
15	3	12	3	1.391	1.0	2.0	2.156721782890007	1.1088400808410042	0.01998001998001998	85	96	3	1.0	85,95,96	P56537	EIF6	0.16555290078266008	1.1088400808410042
30	4	60	3	1.398	1.0	2.0	2.145922746781116	1.101598140007807	0.01998001998001998	974	997	3	1.0	974,987,997	Q5T0W9	FAM83B	0.16555290078266008	1.101598140007807
10	5	44	3	1.429	1.0	2.0	2.099370188943317	1.0699565842874268	0.01998001998001998	5	15	3	1.0	5,8,15	O43464	HTRA2	0.16555290078266008	1.0699565842874268
5	5	28	3	1.466	1.0	2.0	2.0463847203274215	1.0330773972494314	0.01998001998001998	33	38	3	1.0	33,34,38	Q8TAE8	GADD45GIP1	0.16555290078266008	1.0330773972494314
20	3	20	3	1.52	1.0	2.0	1.9736842105263157	0.9808911770522953	0.01998001998001998	40	59	3	1.0	40,51,59	Q96B36	AKT1S1	0.16555290078266008	0.9808911770522953
10	3	164	2	1.019	1.0	1.0	1.9627085377821396	0.9728459484962734	0.01998001998001998	1028	1037	2	1.0	1028,1037	Q86YZ3	HRNR	0.16555290078266008	0.9728459484962734
75	7	24	6	3.735	3.0	5.0	1.606425702811245	0.6838542577066438	0.01998001998001998	196	248	10	0.6	196,203,229,240,244,248	O14908	GIPC1	0.16555290078266008	0.807805834716655
50	10	20	6	3.949	3.0	5.0	1.5193719929095975	0.6034751329228947	0.01998001998001998	281	329	6	1.0	281,286,288,290,297,329	O43251	RBM9	0.16555290078266008	0.7470999712999193
