canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
P42357	Other / unclassified	Other / unclassified	HAL	HUTH_HUMAN	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)				p42357 hal huth_human histidine ammonia-lyase (histidase) (ec 4.3.1.3)   	False
P42566	Membrane / receptor / extracellular	Membrane / receptor / extracellular	EPS15	EPS15_HUMAN	Epidermal growth factor receptor substrate 15; ; Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	Name: EPS15; Synonyms: AF1P;			p42566 eps15 eps15_human epidermal growth factor receptor substrate 15; ; epidermal growth factor receptor substrate 15 (protein eps15) (protein af-1p) name: eps15; synonyms: af1p;  	False
P42568	RNA-binding / RNP	hnRNP / RG-rich RBPs	MLLT3	AF9_HUMAN	Protein AF-9; ; Protein AF-9 (ALL1-fused gene from chromosome 9 protein) (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein) (YEATS domain-containing protein 3)	Name: MLLT3; Synonyms: AF9; YEATS3;			p42568 mllt3 af9_human protein af-9; ; protein af-9 (all1-fused gene from chromosome 9 protein) (myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein) (yeats domain-containing protein 3) name: mllt3; synonyms: af9; yeats3;  	False
P42574	Signaling / enzymes	Other / unclassified	CASP3	CASP3_HUMAN	Caspase-3 precursor; ; Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	Name: CASP3; Synonyms: CPP32;			p42574 casp3 casp3_human caspase-3 precursor; ; caspase-3 (casp-3) (ec 3.4.22.56) (apopain) (cysteine protease cpp32) (cpp-32) (protein yama) (srebp cleavage activity 1) (sca-1) [cleaved into: caspase-3 subunit p17; caspase-3 subunit p12] name: casp3; synonyms: cpp32;  	False
P42575	Signaling / enzymes	Signaling / enzymes	CASP2	CASP2_HUMAN	Caspase-2 precursor; ; Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]	Name: CASP2; Synonyms: ICH1, NEDD2;	Caspase-2, CARD domain ; CARD domain ; Death-like domain superfamily ; Caspase-like domain superfamily ; Peptidase C14A, caspase catalytic domain ; Peptidase C14, p20 domain ; Peptidase C14, caspase domain ; Peptidase C14, caspase non-catalytic subunit p10 IPR035702 ; IPR001315 ; IPR011029 ; IPR029030 ; IPR015917 ; IPR001309 ; IPR011600 ; IPR002138 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	p42575 casp2 casp2_human caspase-2 precursor; ; caspase-2 (casp-2) (ec 3.4.22.55) (neural precursor cell expressed developmentally down-regulated protein 2) (nedd-2) (protease ich-1) [cleaved into: caspase-2 subunit p18; caspase-2 subunit p13; caspase-2 subunit p12] name: casp2; synonyms: ich1, nedd2; caspase-2, card domain ; card domain ; death-like domain superfamily ; caspase-like domain superfamily ; peptidase c14a, caspase catalytic domain ; peptidase c14, p20 domain ; peptidase c14, caspase domain ; peptidase c14, caspase non-catalytic subunit p10 ipr035702 ; ipr001315 ; ipr011029 ; ipr029030 ; ipr015917 ; ipr001309 ; ipr011600 ; ipr002138 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
P42658	Membrane / receptor / extracellular;Signaling / enzymes;Translation / ribosome / biogenesis	Membrane / receptor / extracellular;Nucleolar / ribosome biogenesis;Signaling / enzymes	DPP6	DPP6_HUMAN	Dipeptidyl aminopeptidase-like protein 6; ; A-type potassium channel modulatory protein DPP6 (DPPX) (Dipeptidyl aminopeptidase-like protein 6) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)	Name: DPP6;	Dipeptidylpeptidase IV, N-terminal domain ; Alpha/Beta hydrolase fold ; Peptidase S9, prolyl oligopeptidase, catalytic domain IPR002469 ; IPR029058 ; IPR001375 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	p42658 dpp6 dpp6_human dipeptidyl aminopeptidase-like protein 6; ; a-type potassium channel modulatory protein dpp6 (dppx) (dipeptidyl aminopeptidase-like protein 6) (dipeptidyl aminopeptidase-related protein) (dipeptidyl peptidase 6) (dipeptidyl peptidase iv-like protein) (dipeptidyl peptidase vi) (dpp vi) name: dpp6; dipeptidylpeptidase iv, n-terminal domain ; alpha/beta hydrolase fold ; peptidase s9, prolyl oligopeptidase, catalytic domain ipr002469 ; ipr029058 ; ipr001375 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
P42677	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPS27	RS27_HUMAN	Small ribosomal subunit protein eS27; ; Small ribosomal subunit protein eS27 (40S ribosomal protein S27) (Metallopan-stimulin 1) (MPS-1)	Name: RPS27; Synonyms: MPS1;	Small ribosomal subunit protein eS27, zinc-binding domain superfamily ; Zinc-binding ribosomal protein IPR023407 ; IPR011332 homologous_superfamily Ribosome / RNP structural	Ribosome / RNP structural	p42677 rps27 rs27_human small ribosomal subunit protein es27; ; small ribosomal subunit protein es27 (40s ribosomal protein s27) (metallopan-stimulin 1) (mps-1) name: rps27; synonyms: mps1; small ribosomal subunit protein es27, zinc-binding domain superfamily ; zinc-binding ribosomal protein ipr023407 ; ipr011332 homologous_superfamily ribosome / rnp structural ribosome / rnp structural	True
P42679	Signaling / enzymes	Signaling / enzymes	MATK	MATK_HUMAN	Megakaryocyte-associated tyrosine-protein kinase; ; Megakaryocyte-associated tyrosine-protein kinase (EC 2.7.10.2) (CSK homologous kinase) (CHK) (Hematopoietic consensus tyrosine-lacking kinase) (Protein kinase HYL) (Tyrosine-protein kinase CTK)	Name: MATK; Synonyms: CTK, HYL;	SH3 domain ; SH3-like domain superfamily ; SH2 domain superfamily ; CSK-like, SH2 domain ; SH2 domain ; Protein kinase-like domain superfamily ; Tyrosine-protein kinase, catalytic domain ; Protein kinase domain ; Serine-threonine/tyrosine-protein kinase, catalytic domain IPR001452 ; IPR036028 ; IPR036860 ; IPR035027 ; IPR000980 ; IPR011009 ; IPR020635 ; IPR000719 ; IPR001245 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	p42679 matk matk_human megakaryocyte-associated tyrosine-protein kinase; ; megakaryocyte-associated tyrosine-protein kinase (ec 2.7.10.2) (csk homologous kinase) (chk) (hematopoietic consensus tyrosine-lacking kinase) (protein kinase hyl) (tyrosine-protein kinase ctk) name: matk; synonyms: ctk, hyl; sh3 domain ; sh3-like domain superfamily ; sh2 domain superfamily ; csk-like, sh2 domain ; sh2 domain ; protein kinase-like domain superfamily ; tyrosine-protein kinase, catalytic domain ; protein kinase domain ; serine-threonine/tyrosine-protein kinase, catalytic domain ipr001452 ; ipr036028 ; ipr036860 ; ipr035027 ; ipr000980 ; ipr011009 ; ipr020635 ; ipr000719 ; ipr001245 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
P42680	Signaling / enzymes	Signaling / enzymes	TEC	TEC_HUMAN	Tyrosine-protein kinase Tec; ; Tyrosine-protein kinase Tec (EC 2.7.10.2)	Name: TEC; Synonyms: PSCTK4;			p42680 tec tec_human tyrosine-protein kinase tec; ; tyrosine-protein kinase tec (ec 2.7.10.2) name: tec; synonyms: psctk4;  	False
P42681	Signaling / enzymes	Signaling / enzymes	TXK	TXK_HUMAN	Tyrosine-protein kinase TXK; ; Tyrosine-protein kinase TXK (EC 2.7.10.2) (Protein-tyrosine kinase 4) (Resting lymphocyte kinase)	Name: TXK; Synonyms: PTK4, RLK;			p42681 txk txk_human tyrosine-protein kinase txk; ; tyrosine-protein kinase txk (ec 2.7.10.2) (protein-tyrosine kinase 4) (resting lymphocyte kinase) name: txk; synonyms: ptk4, rlk;  	False
P42684	Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cytoskeleton / trafficking;Signaling / enzymes	ABL2	ABL2_HUMAN	Tyrosine-protein kinase ABL2; ; Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	Name: ABL2; Synonyms: ABLL, ARG;	SH3 domain ; SH3-like domain superfamily ; SH2 domain superfamily ; Tyrosine-protein kinase ABL, SH2 domain ; SH2 domain ; Protein kinase-like domain superfamily ; Serine-threonine/tyrosine-protein kinase, catalytic domain ; Protein kinase domain ; Tyrosine-protein kinase, catalytic domain ; F-actin binding IPR001452 ; IPR036028 ; IPR036860 ; IPR035837 ; IPR000980 ; IPR011009 ; IPR001245 ; IPR000719 ; IPR020635 ; IPR015015 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	p42684 abl2 abl2_human tyrosine-protein kinase abl2; ; tyrosine-protein kinase abl2 (ec 2.7.10.2) (abelson murine leukemia viral oncogene homolog 2) (abelson tyrosine-protein kinase 2) (abelson-related gene protein) (tyrosine-protein kinase arg) name: abl2; synonyms: abll, arg; sh3 domain ; sh3-like domain superfamily ; sh2 domain superfamily ; tyrosine-protein kinase abl, sh2 domain ; sh2 domain ; protein kinase-like domain superfamily ; serine-threonine/tyrosine-protein kinase, catalytic domain ; protein kinase domain ; tyrosine-protein kinase, catalytic domain ; f-actin binding ipr001452 ; ipr036028 ; ipr036860 ; ipr035837 ; ipr000980 ; ipr011009 ; ipr001245 ; ipr000719 ; ipr020635 ; ipr015015 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
P42685	Signaling / enzymes	Signaling / enzymes	FRK	FRK_HUMAN	Tyrosine-protein kinase FRK; ; Tyrosine-protein kinase FRK (EC 2.7.10.2) (FYN-related kinase) (Nuclear tyrosine protein kinase RAK) (Protein-tyrosine kinase 5)	Name: FRK; Synonyms: PTK5, RAK;			p42685 frk frk_human tyrosine-protein kinase frk; ; tyrosine-protein kinase frk (ec 2.7.10.2) (fyn-related kinase) (nuclear tyrosine protein kinase rak) (protein-tyrosine kinase 5) name: frk; synonyms: ptk5, rak;  	False
P42694	RNA-binding / RNP;Signaling / enzymes	RNA helicases;RNA-associated zinc finger / post-transcriptional;Signaling / enzymes;mRNA processing / export / 3'-end	HELZ	HELZ_HUMAN	Probable helicase with zinc finger domain; ; ATP-dependent RNA helicase with zinc finger domain (EC 3.6.4.13) (Down-regulated in human cancers protein)	Name: HELZ; Synonyms: DRHC, KIAA0054;	Zinc finger, CCCH-type ; Zinc finger, CCCH-type superfamily ; P-loop containing nucleoside triphosphate hydrolase ; Helicase with zinc finger, DEAD-box 1 ; UvrD-like helicase, ATP-binding domain ; DNA2/NAM7 helicase, helicase domain ; DNA2/NAM7 helicase-like, C-terminal ; Upf1-like, C-terminal helicase domain IPR000571 ; IPR036855 ; IPR027417 ; IPR049569 ; IPR014016 ; IPR041677 ; IPR041679 ; IPR047187 domain ; homologous_superfamily RNA-associated zinc finger; Catalytic enzyme domain; RNA helicase	RNA-associated zinc finger; Catalytic enzyme domain; RNA helicase	p42694 helz helz_human probable helicase with zinc finger domain; ; atp-dependent rna helicase with zinc finger domain (ec 3.6.4.13) (down-regulated in human cancers protein) name: helz; synonyms: drhc, kiaa0054; zinc finger, ccch-type ; zinc finger, ccch-type superfamily ; p-loop containing nucleoside triphosphate hydrolase ; helicase with zinc finger, dead-box 1 ; uvrd-like helicase, atp-binding domain ; dna2/nam7 helicase, helicase domain ; dna2/nam7 helicase-like, c-terminal ; upf1-like, c-terminal helicase domain ipr000571 ; ipr036855 ; ipr027417 ; ipr049569 ; ipr014016 ; ipr041677 ; ipr041679 ; ipr047187 domain ; homologous_superfamily rna-associated zinc finger; catalytic enzyme domain; rna helicase rna-associated zinc finger; catalytic enzyme domain; rna helicase	True
P42695	Other / unclassified	Other / unclassified	NCAPD3	CNDD3_HUMAN	Condensin-2 complex subunit D3; ; Condensin-2 complex subunit D3 (Non-SMC condensin II complex subunit D3) (hCAP-D3)	Name: NCAPD3; Synonyms: CAPD3, KIAA0056;			p42695 ncapd3 cndd3_human condensin-2 complex subunit d3; ; condensin-2 complex subunit d3 (non-smc condensin ii complex subunit d3) (hcap-d3) name: ncapd3; synonyms: capd3, kiaa0056;  	False
P42696	RNA-binding / RNP	RRM / KH RBPs;hnRNP / RG-rich RBPs	RBM34	RBM34_HUMAN	RNA-binding protein 34; ; RNA-binding protein 34 (RNA-binding motif protein 34)	Name: RBM34; Synonyms: KIAA0117;	Nucleotide-binding alpha-beta plait domain superfamily ; RNA-binding domain superfamily ; RNA recognition motif domain ; RBM34, RNA recognition motif 2 IPR012677 ; IPR035979 ; IPR000504 ; IPR034221 homologous_superfamily ; domain RRM / KH RNA-binding	RRM / KH RNA-binding	p42696 rbm34 rbm34_human rna-binding protein 34; ; rna-binding protein 34 (rna-binding motif protein 34) name: rbm34; synonyms: kiaa0117; nucleotide-binding alpha-beta plait domain superfamily ; rna-binding domain superfamily ; rna recognition motif domain ; rbm34, rna recognition motif 2 ipr012677 ; ipr035979 ; ipr000504 ; ipr034221 homologous_superfamily ; domain rrm / kh rna-binding rrm / kh rna-binding	True
P42701	Membrane / receptor / extracellular	Membrane / receptor / extracellular	IL12RB1	I12R1_HUMAN	Interleukin-12 receptor subunit beta-1 (IL-12 receptor subunit beta-1) (IL-12R subunit beta-1) (IL-12R-beta-1) (IL-12RB1) (IL-12 receptor beta component) (CD antigen CD212)				p42701 il12rb1 i12r1_human interleukin-12 receptor subunit beta-1 (il-12 receptor subunit beta-1) (il-12r subunit beta-1) (il-12r-beta-1) (il-12rb1) (il-12 receptor beta component) (cd antigen cd212)   	False
P42702	Membrane / receptor / extracellular	Membrane / receptor / extracellular	LIFR	LIFR_HUMAN	Leukemia inhibitory factor receptor precursor; ; Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	Name: LIFR;			p42702 lifr lifr_human leukemia inhibitory factor receptor precursor; ; leukemia inhibitory factor receptor (lif receptor) (lif-r) (cd antigen cd118) name: lifr;  	False
P42704	DNA repair / genome maintenance;Mitochondrial / metabolism	DNA repair / DDR;Mitochondrial / metabolic enzymes	LRPPRC	LPPRC_HUMAN	Leucine-rich PPR motif-containing protein, mitochondrial precursor; ; Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	Name: LRPPRC; Synonyms: LRP130;	Tetratricopeptide-like helical domain superfamily ; Pentatricopeptide repeat ; PROP1-like, PPR domain IPR011990 ; IPR002885 ; IPR033443 homologous_superfamily ; repeat ; domain		p42704 lrpprc lpprc_human leucine-rich ppr motif-containing protein, mitochondrial precursor; ; leucine-rich ppr motif-containing protein, mitochondrial (130 kda leucine-rich protein) (lrp 130) (gp130) name: lrpprc; synonyms: lrp130; tetratricopeptide-like helical domain superfamily ; pentatricopeptide repeat ; prop1-like, ppr domain ipr011990 ; ipr002885 ; ipr033443 homologous_superfamily ; repeat ; domain 	True
P42765	Chromatin / transcription;Mitochondrial / metabolism;Signaling / enzymes	Chromatin writers / remodelers;Mitochondrial / metabolic enzymes;Signaling / enzymes	ACAA2	THIM_HUMAN	3-ketoacyl-CoA thiolase, mitochondrial; ; 3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase) (T1)	Name: ACAA2;	Thiolase, N-terminal ; Thiolase-like ; Thiolase, C-terminal IPR020616 ; IPR016039 ; IPR020617 domain ; homologous_superfamily		p42765 acaa2 thim_human 3-ketoacyl-coa thiolase, mitochondrial; ; 3-ketoacyl-coa thiolase, mitochondrial (ec 2.3.1.16) (acetyl-coa acetyltransferase) (ec 2.3.1.9) (acetyl-coa acyltransferase) (acyl-coa hydrolase, mitochondrial) (ec 3.1.2.-, ec 3.1.2.1, ec 3.1.2.2) (beta-ketothiolase) (mitochondrial 3-oxoacyl-coa thiolase) (t1) name: acaa2; thiolase, n-terminal ; thiolase-like ; thiolase, c-terminal ipr020616 ; ipr016039 ; ipr020617 domain ; homologous_superfamily 	True
P42766	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPL35	RL35_HUMAN	Large ribosomal subunit protein uL29; ; Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	Name: RPL35;	Large ribosomal subunit protein uL29 superfamily IPR036049 homologous_superfamily Ribosome / RNP structural	Ribosome / RNP structural	p42766 rpl35 rl35_human large ribosomal subunit protein ul29; ; large ribosomal subunit protein ul29 (60s ribosomal protein l35) name: rpl35; large ribosomal subunit protein ul29 superfamily ipr036049 homologous_superfamily ribosome / rnp structural ribosome / rnp structural	True
P42768	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	WAS	WASP_HUMAN	Actin nucleation-promoting factor WAS; ; Actin nucleation-promoting factor WAS (Wiskott-Aldrich syndrome protein) (WASp)	Name: WAS; Synonyms: IMD2;	PH-like domain superfamily ; WH1/EVH1 domain ; WASP family, EVH1 domain ; CRIB domain ; CRIB domain superfamily ; Actin nucleation-promoting factor WAS, C-terminal ; WH2 domain IPR011993 ; IPR000697 ; IPR033927 ; IPR000095 ; IPR036936 ; IPR011026 ; IPR003124 homologous_superfamily ; domain		p42768 was wasp_human actin nucleation-promoting factor was; ; actin nucleation-promoting factor was (wiskott-aldrich syndrome protein) (wasp) name: was; synonyms: imd2; ph-like domain superfamily ; wh1/evh1 domain ; wasp family, evh1 domain ; crib domain ; crib domain superfamily ; actin nucleation-promoting factor was, c-terminal ; wh2 domain ipr011993 ; ipr000697 ; ipr033927 ; ipr000095 ; ipr036936 ; ipr011026 ; ipr003124 homologous_superfamily ; domain 	True
P42771	RNA-binding / RNP;Signaling / enzymes	Signaling / enzymes;mRNA processing / export / 3'-end	CDKN2A	CDN2A_HUMAN	Cyclin-dependent kinase inhibitor 2A; ; Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (Multiple tumor suppressor 1) (MTS-1) (p16-INK4a) (p16-INK4) (p16INK4A)	Name: CDKN2A; Synonyms: CDKN2, MTS1;	Ankyrin repeat-containing domain superfamily IPR036770 homologous_superfamily Protein-protein repeat / scaffold	Protein-protein repeat / scaffold	p42771 cdkn2a cdn2a_human cyclin-dependent kinase inhibitor 2a; ; cyclin-dependent kinase inhibitor 2a (cyclin-dependent kinase 4 inhibitor a) (cdk4i) (multiple tumor suppressor 1) (mts-1) (p16-ink4a) (p16-ink4) (p16ink4a) name: cdkn2a; synonyms: cdkn2, mts1; ankyrin repeat-containing domain superfamily ipr036770 homologous_superfamily protein-protein repeat / scaffold protein-protein repeat / scaffold	True
P42772	RNA-binding / RNP;Signaling / enzymes	Signaling / enzymes;mRNA processing / export / 3'-end	CDKN2B	CDN2B_HUMAN	Cyclin-dependent kinase 4 inhibitor B; ; Cyclin-dependent kinase 4 inhibitor B (Multiple tumor suppressor 2) (MTS-2) (p14-INK4b) (p15-INK4b) (p15INK4B)	Name: CDKN2B; Synonyms: MTS2;	Ankyrin repeat-containing domain superfamily ; Ankyrin repeat IPR036770 ; IPR002110 homologous_superfamily ; repeat Protein-protein repeat / scaffold	Protein-protein repeat / scaffold	p42772 cdkn2b cdn2b_human cyclin-dependent kinase 4 inhibitor b; ; cyclin-dependent kinase 4 inhibitor b (multiple tumor suppressor 2) (mts-2) (p14-ink4b) (p15-ink4b) (p15ink4b) name: cdkn2b; synonyms: mts2; ankyrin repeat-containing domain superfamily ; ankyrin repeat ipr036770 ; ipr002110 homologous_superfamily ; repeat protein-protein repeat / scaffold protein-protein repeat / scaffold	True
P42773	Signaling / enzymes	Signaling / enzymes	CDKN2C	CDN2C_HUMAN	Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6)				p42773 cdkn2c cdn2c_human cyclin-dependent kinase 4 inhibitor c (cyclin-dependent kinase 6 inhibitor) (p18-ink4c) (p18-ink6)   	False
P42785	Proteostasis / ubiquitin / chaperone	Proteostasis / chaperone / proteasome	PRCP	PCP_HUMAN	Lysosomal Pro-X carboxypeptidase precursor; ; Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)	Name: PRCP; Synonyms: PCP;			p42785 prcp pcp_human lysosomal pro-x carboxypeptidase precursor; ; lysosomal pro-x carboxypeptidase (ec 3.4.16.2) (angiotensinase c) (lysosomal carboxypeptidase c) (proline carboxypeptidase) (prolylcarboxypeptidase) (prcp) name: prcp; synonyms: pcp;  	False
P42830	Other / unclassified	Other / unclassified	CXCL5	CXCL5_HUMAN	C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5) [Cleaved into: ENA-78(8-78); ENA-78(9-78)]				p42830 cxcl5 cxcl5_human c-x-c motif chemokine 5 (ena-78(1-78)) (epithelial-derived neutrophil-activating protein 78) (neutrophil-activating peptide ena-78) (small-inducible cytokine b5) [cleaved into: ena-78(8-78); ena-78(9-78)]   	False
P42857	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking;Endomembrane / coat trafficking	NSG1	NSG1_HUMAN	Neuronal vesicle trafficking-associated protein 1; ; Neuronal vesicle trafficking-associated protein 1 (Neuron-enriched endosomal protein of 21 kDa) (Neuron-specific protein family member 1)	Name: NSG1; Synonyms: D4S234; NEEP21;			p42857 nsg1 nsg1_human neuronal vesicle trafficking-associated protein 1; ; neuronal vesicle trafficking-associated protein 1 (neuron-enriched endosomal protein of 21 kda) (neuron-specific protein family member 1) name: nsg1; synonyms: d4s234; neep21;  	False
P42858	Poorly characterized / specialized	Poorly characterized / specialized	HTT	HD_HUMAN	Huntingtin; ; Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]	Name: HTT; Synonyms: HD, IT15;			p42858 htt hd_human huntingtin; ; huntingtin (huntington disease protein) (hd protein) [cleaved into: huntingtin, myristoylated n-terminal fragment] name: htt; synonyms: hd, it15;  	False
P42892	Signaling / enzymes	Signaling / enzymes	ECE1	ECE1_HUMAN	Endothelin-converting enzyme 1; ; Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)	Name: ECE1;			p42892 ece1 ece1_human endothelin-converting enzyme 1; ; endothelin-converting enzyme 1 (ece-1) (ec 3.4.24.71) name: ece1;  	False
P42898	Other / unclassified	Other / unclassified	MTHFR	MTHR_HUMAN	Methylenetetrahydrofolate reductase (NADPH); ; Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	Name: MTHFR;			p42898 mthfr mthr_human methylenetetrahydrofolate reductase (nadph); ; methylenetetrahydrofolate reductase (nadph) (ec 1.5.1.53) name: mthfr;  	False
P43003	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SLC1A3	EAA1_HUMAN	Excitatory amino acid transporter 1; ; Excitatory amino acid transporter 1 (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	Name: SLC1A3; Synonyms: EAAT1; GLAST, GLAST1;			p43003 slc1a3 eaa1_human excitatory amino acid transporter 1; ; excitatory amino acid transporter 1 (sodium-dependent glutamate/aspartate transporter 1) (glast-1) (solute carrier family 1 member 3) name: slc1a3; synonyms: eaat1; glast, glast1;  	False
P43004	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SLC1A2	EAA2_HUMAN	Excitatory amino acid transporter 2 (Glutamate/aspartate transporter II) (Sodium-dependent glutamate/aspartate transporter 2) (Solute carrier family 1 member 2)				p43004 slc1a2 eaa2_human excitatory amino acid transporter 2 (glutamate/aspartate transporter ii) (sodium-dependent glutamate/aspartate transporter 2) (solute carrier family 1 member 2)   	False
P43005	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SLC1A1	EAA3_HUMAN	Excitatory amino acid transporter 3; ; Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)	Name: SLC1A1; Synonyms: EAAC1, EAAT3; HEAAC1;			p43005 slc1a1 eaa3_human excitatory amino acid transporter 3; ; excitatory amino acid transporter 3 (excitatory amino-acid carrier 1) (neuronal and epithelial glutamate transporter) (sodium-dependent glutamate/aspartate transporter 3) (solute carrier family 1 member 1) name: slc1a1; synonyms: eaac1, eaat3; heaac1;  	False
P43007	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SLC1A4	SATT_HUMAN	Neutral amino acid transporter A; ; Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)	Name: SLC1A4; Synonyms: ASCT1; SATT;			p43007 slc1a4 satt_human neutral amino acid transporter a; ; neutral amino acid transporter a (alanine/serine/cysteine/threonine transporter 1) (asct-1) (solute carrier family 1 member 4) name: slc1a4; synonyms: asct1; satt;  	False
P43026	DNA repair / genome maintenance	Other / unclassified	GDF5	GDF5_HUMAN	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin)		TGF-beta, propeptide ; Transforming growth factor-beta, C-terminal ; Cystine-knot cytokine IPR001111 ; IPR001839 ; IPR029034 domain ; homologous_superfamily		p43026 gdf5 gdf5_human growth/differentiation factor 5 (gdf-5) (bone morphogenetic protein 14) (bmp-14) (cartilage-derived morphogenetic protein 1) (cdmp-1) (lipopolysaccharide-associated protein 4) (lap-4) (lps-associated protein 4) (radotermin)  tgf-beta, propeptide ; transforming growth factor-beta, c-terminal ; cystine-knot cytokine ipr001111 ; ipr001839 ; ipr029034 domain ; homologous_superfamily 	True
